cell_id,cell,var,h,level,point,lo,hi,set_type,casedummy,ahat,bhat,chat,delta
production,ibc5_fx_cds_level_trend_p2,ibc_br,0,0.68,-0.697745811684083,-1.2592975326314022,-0.3068781088476453,interval,1,0.0197767862012638,0.030973920815158304,0.00764275574460652,3.547871852654415e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,0,0.68,-0.018708014846702533,-0.11117395478886012,0.04364605802305437,interval,1,0.0197767862012638,0.0013354847769583534,-9.59629962221441e-5,9.374878227559622e-6
production,ibc5_fx_cds_level_trend_p2,yield_6m,0,0.68,0.005,0.005,0.005,singleton,5,0.0197767862012638,-1.9776786201263806e-4,4.944196550315951e-7,1.9852334701272664e-23
production,ibc5_fx_cds_level_trend_p2,cambio_usd,0,0.68,0.08050771084479455,0.051146974640884794,0.11771756835704587,interval,1,0.0197767862012638,-0.0033395979638441925,1.1907400227178575e-4,1.7333102198806507e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,0,0.68,18.85849674935322,12.612722780159572,27.444076442226965,interval,1,0.0197767862012638,-0.7921947541280885,6.8456263274321785,0.08603457530258707
production,ibc5_fx_cds_level_trend_p2,ibc_br,1,0.68,-0.47844969783672836,-1.1701848295902617,0.02022877158723866,interval,1,0.0197767862012638,0.0227424350999739,-4.681442491728336e-4,5.54251909185494e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,1,0.68,0.025561180944417658,-0.04566408636338945,0.07901618957296083,interval,1,0.0197767862012638,-6.595974145381773e-4,-7.135864159690003e-5,6.0800471431634535e-6
production,ibc5_fx_cds_level_trend_p2,yield_6m,1,0.68,0.006330424985722701,0.0054675395231656015,0.006946717571104005,interval,1,0.0197767862012638,-2.455141084008924e-4,7.511510731475674e-7,8.557607099279071e-10
production,ibc5_fx_cds_level_trend_p2,cambio_usd,1,0.68,0.11870501836484192,0.07418171994677153,0.17455494367879038,interval,1,0.0197767862012638,-0.004919211816938407,2.560853712457703e-4,3.9404623543109986e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,1,0.68,21.96556072481784,14.559351263021501,31.776469309878863,interval,1,0.0197767862012638,-0.9163736169303711,9.149626873130408,0.11593974784109895
production,ibc5_fx_cds_level_trend_p2,ibc_br,2,0.68,-0.3295540160167128,-1.048276500252012,0.19618627683009143,interval,1,0.0197767862012638,0.016851606172802423,-0.004067243689753528,6.05724666126012e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,2,0.68,0.04756555942407513,1.810876705611433e-4,0.08426071831772475,interval,1,0.0197767862012638,-0.0016699875434789272,3.0176561901919474e-7,2.764986578853843e-6
production,ibc5_fx_cds_level_trend_p2,yield_6m,2,0.68,0.006774077168744879,0.005255073215932955,0.007844532008202303,interval,1,0.0197767862012638,-2.5906809183868135e-4,8.15270126824533e-7,2.6225842309913866e-9
production,ibc5_fx_cds_level_trend_p2,cambio_usd,2,0.68,0.10683691598793216,0.06002756818890923,0.1626788351323878,interval,1,0.0197767862012638,-0.004404416924137717,1.9312456666969416e-4,4.121355380677719e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,2,0.68,21.14404108706679,13.421947654200999,30.850119611778087,interval,1,0.0197767862012638,-0.8755592090072378,8.188947965745967,0.11879963595005161
production,ibc5_fx_cds_level_trend_p2,ibc_br,3,0.68,-0.2519099076664081,-0.9616058009998465,0.26970811174086995,interval,1,0.0197767862012638,0.013683512673623234,-0.005129166553899339,5.929922403977686e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,3,0.68,0.05372485351225465,0.022684734072698297,0.07819825989002295,interval,1,0.0197767862012638,-0.0019951414029441244,3.508217415112797e-5,1.2053385870924045e-6
production,ibc5_fx_cds_level_trend_p2,yield_6m,3,0.68,0.007009236323779016,0.0050314923944133555,0.008399756089009105,interval,1,0.0197767862012638,-2.6562692967269466e-4,8.35832423813985e-7,4.437349183929496e-9
production,ibc5_fx_cds_level_trend_p2,cambio_usd,3,0.68,0.08995997207943392,0.04522779595515412,0.14156800245441023,interval,1,0.0197767862012638,-0.0036942205684403263,1.2662697931680264e-4,3.6301668192465328e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,3,0.68,19.172913524077032,11.812188402429038,28.08872082859917,interval,1,0.0197767862012638,-0.789111751098078,6.5617253065703585,0.10361800172321844
production,ibc5_fx_cds_level_trend_p2,ibc_br,4,0.68,-0.2037843481700925,-0.8932369415167817,0.3046501446695397,interval,1,0.0197767862012638,0.011640355242134595,-0.005381753266963808,5.612330051578752e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,4,0.68,0.049430004049196,0.022724762621741987,0.07146784226531627,interval,1,0.0197767862012638,-0.0018628270085914668,3.211927576863554e-5,9.292602646748803e-7
production,ibc5_fx_cds_level_trend_p2,yield_6m,4,0.68,0.007171577170474072,0.0048362314936000244,0.00881881966588304,interval,1,0.0197767862012638,-2.700530273484159e-4,8.434770322964903e-7,6.203577846427578e-9
production,ibc5_fx_cds_level_trend_p2,cambio_usd,4,0.68,0.07347567431793862,0.032187545984935007,0.12017764827660571,interval,1,0.0197767862012638,-0.0030132938714245165,7.650103072558002e-5,3.0281618402201156e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,4,0.68,17.442663080998162,10.51543519070282,25.59625812520137,interval,1,0.0197767862012638,-0.7141732380742442,5.323036581695499,0.08895318831065918
production,ibc5_fx_cds_level_trend_p2,ibc_br,5,0.68,-0.1700656255060739,-0.838661775141095,0.32479577806501525,interval,1,0.0197767862012638,0.010162617960272879,-0.005387074020110531,5.294348483908955e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,5,0.68,0.04294624657251183,0.01801303652862288,0.06403932342246532,interval,1,0.0197767862012638,-0.0016227319800618113,2.28133667997046e-5,8.285587682002563e-7
production,ibc5_fx_cds_level_trend_p2,yield_6m,5,0.68,0.007279832507892535,0.004639053583741801,0.009152074716167646,interval,1,0.0197767862012638,-2.727441958615078e-4,8.396623197713541e-7,7.96610765863945e-9
production,ibc5_fx_cds_level_trend_p2,cambio_usd,5,0.68,0.05932230732330804,0.020913552494576233,0.10231575258340328,interval,1,0.0197767862012638,-0.002437079620257512,4.231808752261184e-5,2.5916939979502446e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,5,0.68,16.034523079818022,9.433181563722043,23.614867185603558,interval,1,0.0197767862012638,-0.6535841944843559,4.405542746243636,0.0786623913078085
production,ibc5_fx_cds_level_trend_p2,ibc_br,6,0.68,-0.14385917612710405,-0.7944902988757309,0.33995695134533993,interval,1,0.0197767862012638,0.008989208835453275,-0.005341561624676625,5.033615644158109e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,6,0.68,0.03609718961589048,0.012811496037476328,0.05591238520593632,interval,1,0.0197767862012638,-0.001359137506272015,1.4166533231407976e-5,7.265807652326945e-7
production,ibc5_fx_cds_level_trend_p2,yield_6m,6,0.68,0.007333262905077554,0.004418527051443955,0.009411602799906276,interval,1,0.0197767862012638,-2.735155212058698e-4,8.224259914562058e-7,9.75096834295146e-9
production,ibc5_fx_cds_level_trend_p2,cambio_usd,6,0.68,0.04698164572846885,0.010629074445314919,0.08751396901212058,interval,1,0.0197767862012638,-0.0019409539875990438,1.8396218033082553e-5,2.3120300981681997e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,6,0.68,14.8678676972066,8.488164678924846,22.033954391742302,interval,1,0.0197767862012638,-0.6036294232701007,3.6988094749368226,0.07176622389725701
production,ibc5_fx_cds_level_trend_p2,ibc_br,7,0.68,-0.12240732707184605,-0.7582588645142498,0.35311750472874187,interval,1,0.0197767862012638,0.008012394053767285,-0.005295323069312189,4.8309634730647397e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,7,0.68,0.029672064968178733,0.007966369040217438,0.04813931351434715,interval,1,0.0197767862012638,-0.0011095900885576,7.584309240393257e-6,6.312171152991551e-7
production,ibc5_fx_cds_level_trend_p2,yield_6m,7,0.68,0.007332530966083588,0.00416907749973073,0.00960175163254211,interval,1,0.0197767862012638,-2.72342743563095e-4,7.916735857140713e-7,1.1543532988053422e-8
production,ibc5_fx_cds_level_trend_p2,cambio_usd,7,0.68,0.036023855108405965,0.0011119279120625663,0.07498787539386823,interval,1,0.0197767862012638,-0.001505009539939621,1.6490104196451007e-6,2.1346052092573604e-6
production,ibc5_fx_cds_level_trend_p2,cds_5y,7,0.68,13.857370273104943,7.642751871275893,20.70282690567384,interval,1,0.0197767862012638,-0.5605844512228155,3.129213027936781,0.06671181882592508
production,ibc5_fx_cds_level_trend_p2,ibc_br,8,0.68,-0.10434169834375319,-0.7279572475440074,0.3651471045893231,interval,1,0.0197767862012638,0.007175218628864745,-0.00525689683364257,4.673418614162066e-4
production,ibc5_fx_cds_level_trend_p2,price_ipca,8,0.68,0.023776627148199257,0.003486814757807389,0.04106673521475469,interval,1,0.0197767862012638,-8.811260323146828e-4,2.831879515802233e-6,5.523611818955786e-7
