panel,variable,h,point
exchange_112,cambio_usd,15,-0.07069217237926136
exchange_112,cambio_usd,16,-0.07799934989616811
exchange_112,cambio_usd,17,-0.08402187749340291
exchange_112,cambio_usd,18,-0.08861513346754354
exchange_112,cambio_usd,19,-0.09187923740254984
exchange_112,cambio_usd,20,-0.09406038373243078
exchange_112,cambio_usd,21,-0.09523475257862024
exchange_112,cambio_usd,22,-0.09546096821536099
exchange_112,cambio_usd,23,-0.09485240652097458
exchange_112,cambio_usd,24,-0.09350130174791899
exchange_112,cambio_usd,25,-0.09146554469768646
exchange_112,cambio_usd,26,-0.08881622706726608
exchange_112,cambio_usd,27,-0.08563159624958033
exchange_112,cambio_usd,28,-0.08197310562933673
exchange_112,cambio_usd,29,-0.07790231776172216
exchange_112,cambio_usd,30,-0.07348640712567399
exchange_112,cambio_usd,31,-0.068786028525308
exchange_112,cambio_usd,32,-0.0638589435396941
exchange_112,cambio_usd,33,-0.0587638237329619
exchange_112,cambio_usd,34,-0.053555722167399865
exchange_112,cambio_usd,35,-0.04828608591032474
exchange_112,cambio_usd,36,-0.04300427534885427
exchange_112,cambio_usd,37,-0.03775615676879221
exchange_112,cambio_usd,38,-0.03258367980348591
exchange_112,cambio_usd,39,-0.027525352387315412
exchange_112,cambio_usd,40,-0.022615912758897756
exchange_112,cambio_usd,41,-0.017886123221155247
exchange_112,cambio_usd,42,-0.013362945898068175
exchange_112,cambio_usd,43,-0.009069569813550773
exchange_112,cambio_usd,44,-0.0050254208389618
exchange_112,cambio_usd,45,-0.0012463083048029015
exchange_112,cambio_usd,46,0.0022554237534401127
exchange_112,cambio_usd,47,0.005470760435771143
exchange_112,cambio_usd,48,0.008393837091203482
exchange_112,juros_selic,0,0.24256950270165056
exchange_112,juros_selic,1,0.2945554384340494
exchange_112,juros_selic,2,0.3918686598716735
exchange_112,juros_selic,3,0.46979266600485625
exchange_112,juros_selic,4,0.5131821724158196
exchange_112,juros_selic,5,0.5607588808834981
exchange_112,juros_selic,6,0.595076753949873
exchange_112,juros_selic,7,0.6030683531448884
exchange_112,juros_selic,8,0.6097649209053042
exchange_112,juros_selic,9,0.6053301051836718
exchange_112,juros_selic,10,0.5876065041902062
exchange_112,juros_selic,11,0.566413540485164
exchange_112,juros_selic,12,0.5383402083042145
exchange_112,juros_selic,13,0.5035858346026252
exchange_112,juros_selic,14,0.46545655581082346
exchange_112,juros_selic,15,0.42359980070877584
exchange_112,juros_selic,16,0.37855267900737277
exchange_112,juros_selic,17,0.33169065247006635
exchange_112,juros_selic,18,0.28340445366690054
exchange_112,juros_selic,19,0.23424470731633792
exchange_112,juros_selic,20,0.1849285201112121
exchange_112,juros_selic,21,0.1359169680083559
exchange_112,juros_selic,22,0.0876720319433336
exchange_112,juros_selic,23,0.040639533622224285
exchange_112,juros_selic,24,-0.004808726166648919
exchange_112,juros_selic,25,-0.048338530897181785
exchange_112,juros_selic,26,-0.08966440017028593
exchange_112,juros_selic,27,-0.1285413933835146
exchange_112,juros_selic,28,-0.16476538222375836
exchange_112,juros_selic,29,-0.1981785281853447
exchange_112,juros_selic,30,-0.2286578496120944
exchange_112,juros_selic,31,-0.2561162703513419
exchange_112,juros_selic,32,-0.28050437340847245
exchange_112,juros_selic,33,-0.301803197622377
exchange_112,juros_selic,34,-0.3200230491352806
exchange_112,juros_selic,35,-0.3352028251139379
exchange_112,juros_selic,36,-0.34740565187146016
exchange_112,juros_selic,37,-0.35671664854107676
exchange_112,juros_selic,38,-0.3632410981740041
exchange_112,juros_selic,39,-0.3671013974312145
exchange_112,juros_selic,40,-0.36843464400109993
exchange_112,juros_selic,41,-0.36739049226283754
exchange_112,juros_selic,42,-0.3641287249523026
exchange_112,juros_selic,43,-0.35881704121486463
exchange_112,juros_selic,44,-0.35162902799602724
exchange_112,juros_selic,45,-0.3427421584726147
exchange_112,juros_selic,46,-0.3323359252064706
exchange_112,juros_selic,47,-0.320590124402611
exchange_112,juros_selic,48,-0.3076832581418232
exchange_112,yield_3m,0,0.003893204349717801
exchange_112,yield_3m,1,0.004756558126604506
exchange_112,yield_3m,2,0.005815557845386192
exchange_112,yield_3m,3,0.006816615319932674
exchange_112,yield_3m,4,0.007303396240866793
exchange_112,yield_3m,5,0.00767768101971587
exchange_112,yield_3m,6,0.007952180962087779
exchange_112,yield_3m,7,0.007914021682350274
exchange_112,yield_3m,8,0.007794945103030221
exchange_112,yield_3m,9,0.007566678499697962
exchange_112,yield_3m,10,0.0072002672726830174
exchange_112,yield_3m,11,0.006783684955523247
exchange_112,yield_3m,12,0.006302245785411581
exchange_112,yield_3m,13,0.00575932443301337
exchange_112,yield_3m,14,0.005185402237636732
exchange_112,yield_3m,15,0.004580994739427045
exchange_112,yield_3m,16,0.003953408901710913
exchange_112,yield_3m,17,0.0033159169670048186
exchange_112,yield_3m,18,0.002673123157900958
exchange_112,yield_3m,19,0.0020315321275125946
exchange_112,yield_3m,20,0.0013983997968979242
exchange_112,yield_3m,21,7.784651700583042e-4
exchange_112,yield_3m,22,1.7683337096681428e-4
exchange_112,yield_3m,23,-4.0183521968267756e-4
exchange_112,yield_3m,24,-9.537954946140849e-4
exchange_112,yield_3m,25,-0.001475548021555198
exchange_112,yield_3m,26,-0.0019641934962316026
exchange_112,yield_3m,27,-0.002417400351097952
exchange_112,yield_3m,28,-0.002833255912519649
exchange_112,yield_3m,29,-0.003210382125280333
exchange_112,yield_3m,30,-0.003547861758135617
exchange_112,yield_3m,31,-0.003845189722308678
exchange_112,yield_3m,32,-0.00410229199680731
exchange_112,yield_3m,33,-0.004319467493904861
exchange_112,yield_3m,34,-0.004497353403543127
exchange_112,yield_3m,35,-0.004636907834270927
exchange_112,yield_3m,36,-0.00473936546111214
exchange_112,yield_3m,37,-0.004806204306298459
exchange_112,yield_3m,38,-0.004839117696966024
exchange_112,yield_3m,39,-0.004839978591405696
exchange_112,yield_3m,40,-0.00481080865909402
exchange_112,yield_3m,41,-0.004753749820090133
exchange_112,yield_3m,42,-0.00467103482244135
exchange_112,yield_3m,43,-0.004564960384064849
exchange_112,yield_3m,44,-0.0044378622399733406
exchange_112,yield_3m,45,-0.00429209132020708
exchange_112,yield_3m,46,-0.004129991922329259
exchange_112,yield_3m,47,-0.003953881708898794
exchange_112,yield_3m,48,-0.0037660334076552743
exchange_112,yield_6m,0,0.005
exchange_112,yield_6m,1,0.006142875917887928
exchange_112,yield_6m,2,0.007178925891170469
exchange_112,yield_6m,3,0.008358400450423173
exchange_112,yield_6m,4,0.008866473372602757
exchange_112,yield_6m,5,0.009115089335444356
exchange_112,yield_6m,6,0.009306261768413385
exchange_112,yield_6m,7,0.009158944622395247
exchange_112,yield_6m,8,0.008868726754758142
exchange_112,yield_6m,9,0.008477804039761162
exchange_112,yield_6m,10,0.007954003698597428
exchange_112,yield_6m,11,0.007368586815951865
exchange_112,yield_6m,12,0.006725555086171618
exchange_112,yield_6m,13,0.006030901174560062
exchange_112,yield_6m,14,0.005310716365145991
exchange_112,yield_6m,15,0.004568530069436976
exchange_112,yield_6m,16,0.003813576290385637
exchange_112,yield_6m,17,0.0030578788050565804
exchange_112,yield_6m,18,0.002306016696859247
exchange_112,yield_6m,19,0.0015651387879636065
exchange_112,yield_6m,20,8.42121353861608e-4
exchange_112,yield_6m,21,1.4134936624647697e-4
exchange_112,yield_6m,22,-5.319592188164162e-4
exchange_112,yield_6m,23,-0.0011732781546392142
exchange_112,yield_6m,24,-0.0017791631230146341
exchange_112,yield_6m,25,-0.0023462326568284447
exchange_112,yield_6m,26,-0.002871764059209138
exchange_112,yield_6m,27,-0.0033537347924691534
exchange_112,yield_6m,28,-0.0037905125581386306
exchange_112,yield_6m,29,-0.004181025110854754
exchange_112,yield_6m,30,-0.004524738951775532
exchange_112,yield_6m,31,-0.004821552869812577
exchange_112,yield_6m,32,-0.005071815602206269
exchange_112,yield_6m,33,-0.005276287427778849
exchange_112,yield_6m,34,-0.005436086264658556
exchange_112,yield_6m,35,-0.005552660368958172
exchange_112,yield_6m,36,-0.005627746739930973
exchange_112,yield_6m,37,-0.0056633303664205175
exchange_112,yield_6m,38,-0.005661608422293214
exchange_112,yield_6m,39,-0.005624952062988324
exchange_112,yield_6m,40,-0.005555871455343567
exchange_112,yield_6m,41,-0.0054569825053822655
exchange_112,yield_6m,42,-0.005330974505301098
exchange_112,yield_6m,43,-0.005180580747313265
exchange_112,yield_6m,44,-0.005008550870371247
exchange_112,yield_6m,45,-0.004817625057189774
exchange_112,yield_6m,46,-0.004610510784285513
exchange_112,yield_6m,47,-0.0043898615496788165
exchange_112,yield_6m,48,-0.004158257669187296
exchange_112,yield_1y,0,0.006275926999978534
exchange_112,yield_1y,1,0.00769928240305772
exchange_112,yield_1y,2,0.008501651048981719
exchange_112,yield_1y,3,0.009934189734117941
exchange_112,yield_1y,4,0.010423432705878428
exchange_112,yield_1y,5,0.010431132128494123
exchange_112,yield_1y,6,0.010495469655315542
exchange_112,yield_1y,7,0.010197191630461433
exchange_112,yield_1y,8,0.009666332769128753
exchange_112,yield_1y,9,0.009067583099344334
exchange_112,yield_1y,10,0.008354877519540959
exchange_112,yield_1y,11,0.007566932282142246
exchange_112,yield_1y,12,0.006739688960886102
exchange_112,yield_1y,13,0.0058808869197079705
exchange_112,yield_1y,14,0.005007216479496316
exchange_112,yield_1y,15,0.004126709124614252
exchange_112,yield_1y,16,0.0032506925838959033
exchange_112,yield_1y,17,0.002388018291307813
exchange_112,yield_1y,18,0.0015425771885963207
exchange_112,yield_1y,19,7.219956036138336e-4
exchange_112,yield_1y,20,-6.813025432696613e-5
exchange_112,yield_1y,21,-8.245199958218641e-4
exchange_112,yield_1y,22,-0.0015421809201548607
exchange_112,yield_1y,23,-0.002217222813039763
exchange_112,yield_1y,24,-0.0028470579459372795
exchange_112,yield_1y,25,-0.0034287662479079457
exchange_112,yield_1y,26,-0.003960140813903742
exchange_112,yield_1y,27,-0.0044398464125003255
exchange_112,yield_1y,28,-0.004866818401473378
exchange_112,yield_1y,29,-0.005240540875609196
exchange_112,yield_1y,30,-0.005561118906754663
exchange_112,yield_1y,31,-0.005829068918863974
exchange_112,yield_1y,32,-0.006045341786355249
exchange_112,yield_1y,33,-0.006211324264724886
exchange_112,yield_1y,34,-0.006328754194405485
exchange_112,yield_1y,35,-0.006399681551470363
exchange_112,yield_1y,36,-0.006426437258442536
exchange_112,yield_1y,37,-0.00641158358885578
exchange_112,yield_1y,38,-0.006357869658405674
exchange_112,yield_1y,39,-0.006268193634091858
exchange_112,yield_1y,40,-0.006145564895362423
exchange_112,yield_1y,41,-0.005993066401397906
exchange_112,yield_1y,42,-0.005813821093356225
exchange_112,yield_1y,43,-0.005610961574879089
exchange_112,yield_1y,44,-0.005387600917523941
exchange_112,yield_1y,45,-0.005146806321111713
exchange_112,yield_1y,46,-0.004891575990334009
exchange_112,yield_1y,47,-0.004624817948611416
exchange_112,yield_1y,48,-0.004349331288375411
exchange_112,yield_2y,0,0.007245789821668905
exchange_112,yield_2y,1,0.00870341244272183
exchange_112,yield_2y,2,0.00891732372362586
exchange_112,yield_2y,3,0.010629119681820868
exchange_112,yield_2y,4,0.011006898638901808
exchange_112,yield_2y,5,0.010647637854788457
exchange_112,yield_2y,6,0.010596738935353267
exchange_112,yield_2y,7,0.010159157025268619
exchange_112,yield_2y,8,0.009388629174820275
exchange_112,yield_2y,9,0.008635781915148437
exchange_112,yield_2y,10,0.007803591240782153
exchange_112,yield_2y,11,0.006881599712343716
exchange_112,yield_2y,12,0.0059568303823168064
exchange_112,yield_2y,13,0.005028779563622803
exchange_112,yield_2y,14,0.004097380097513903
exchange_112,yield_2y,15,0.0031788521895618057
exchange_112,yield_2y,16,0.0022841243223047413
exchange_112,yield_2y,17,0.0014157930477847061
exchange_112,yield_2y,18,5.769858042965436e-4
exchange_112,yield_2y,19,-2.2492291919767524e-4
exchange_112,yield_2y,20,-9.869662191952478e-4
exchange_112,yield_2y,21,-0.001707584633760883
exchange_112,yield_2y,22,-0.0023823967066367957
exchange_112,yield_2y,23,-0.0030087658778591535
exchange_112,yield_2y,24,-0.003585456711133344
exchange_112,yield_2y,25,-0.0041102676592543515
exchange_112,yield_2y,26,-0.004581784931223256
exchange_112,yield_2y,27,-0.004999619515558641
exchange_112,yield_2y,28,-0.005363388644518788
exchange_112,yield_2y,29,-0.005673197979614567
exchange_112,yield_2y,30,-0.005929830973163215
exchange_112,yield_2y,31,-0.006134378809972972
exchange_112,yield_2y,32,-0.00628829574006877
exchange_112,yield_2y,33,-0.006393462348725628
exchange_112,yield_2y,34,-0.006452053420458744
exchange_112,yield_2y,35,-0.006466494780053983
exchange_112,yield_2y,36,-0.00643945559201491
exchange_112,yield_2y,37,-0.006373789148242143
exchange_112,yield_2y,38,-0.006272483632011486
exchange_112,yield_2y,39,-0.006138632325827775
exchange_112,yield_2y,40,-0.005975396376827756
exchange_112,yield_2y,41,-0.005785966405350506
exchange_112,yield_2y,42,-0.005573532565579547
exchange_112,yield_2y,43,-0.005341257093014124
exchange_112,yield_2y,44,-0.005092246808336106
exchange_112,yield_2y,45,-0.004829529681950734
exchange_112,yield_2y,46,-0.004556034905172539
exchange_112,yield_2y,47,-0.004274574373531805
exchange_112,yield_2y,48,-0.003987826796425758
exchange_112,yield_5y,0,0.007407414995221053
exchange_112,yield_5y,1,0.008481261893424748
exchange_112,yield_5y,2,0.00778075861444888
exchange_112,yield_5y,3,0.009722431348292562
exchange_112,yield_5y,4,0.009893639761377698
exchange_112,yield_5y,5,0.009121986757874746
exchange_112,yield_5y,6,0.009020044829534524
exchange_112,yield_5y,7,0.008507359621148297
exchange_112,yield_5y,8,0.0075886260796848935
exchange_112,yield_5y,9,0.0068158919399655335
exchange_112,yield_5y,10,0.0060037180749429805
exchange_112,yield_5y,11,0.0050948538329435005
exchange_112,yield_5y,12,0.0042323268034760156
exchange_112,yield_5y,13,0.0033955090386935506
exchange_112,yield_5y,14,0.002565623723366731
exchange_112,yield_5y,15,0.0017684327190855694
exchange_112,yield_5y,16,0.0010106750492544308
exchange_112,yield_5y,17,2.870961349190409e-4
exchange_112,yield_5y,18,-4.0001846278504296e-4
exchange_112,yield_5y,19,-0.001044655039734575
exchange_112,yield_5y,20,-0.0016474264266057388
exchange_112,yield_5y,21,-0.0022088929645899358
exchange_112,yield_5y,22,-0.00272570715485207
exchange_112,yield_5y,23,-0.0031969942414683383
exchange_112,yield_5y,24,-0.0036231917106146778
exchange_112,yield_5y,25,-0.004002999014645846
exchange_112,yield_5y,26,-0.004335979479714566
exchange_112,yield_5y,27,-0.004622787504321547
exchange_112,yield_5y,28,-0.004863694987079261
exchange_112,yield_5y,29,-0.00505935061469515
exchange_112,yield_5y,30,-0.005211072630171302
exchange_112,yield_5y,31,-0.005320294659555482
exchange_112,yield_5y,32,-0.005388683951457712
exchange_112,yield_5y,33,-0.005418272819114246
exchange_112,yield_5y,34,-0.005411273698521989
exchange_112,yield_5y,35,-0.005370045770474847
exchange_112,yield_5y,36,-0.005297119926162343
exchange_112,yield_5y,37,-0.005195132828015424
exchange_112,yield_5y,38,-0.005066781224502832
exchange_112,yield_5y,39,-0.00491480795688238
exchange_112,yield_5y,40,-0.004741970383396878
exchange_112,yield_5y,41,-0.004551007132624675
exchange_112,yield_5y,42,-0.00434461768411691
exchange_112,yield_5y,43,-0.004125442452622759
exchange_112,yield_5y,44,-0.0038960413427547498
exchange_112,yield_5y,45,-0.0036588773492553985
exchange_112,yield_5y,46,-0.0034163033259025657
exchange_112,yield_5y,47,-0.003170549148639353
exchange_112,yield_5y,48,-0.002923711353877684
exchange_112,yield_10y,0,0.006692836829111786
exchange_112,yield_10y,1,0.00756504456254959
exchange_112,yield_10y,2,0.006753293439035948
exchange_112,yield_10y,3,0.008560955785050364
exchange_112,yield_10y,4,0.008680724252159511
exchange_112,yield_10y,5,0.007917416556321145
exchange_112,yield_10y,6,0.007819604846978183
exchange_112,yield_10y,7,0.007341208253604983
exchange_112,yield_10y,8,0.006488456795325039
exchange_112,yield_10y,9,0.005786200843140708
exchange_112,yield_10y,10,0.005051733759254179
exchange_112,yield_10y,11,0.004231892482397377
exchange_112,yield_10y,12,0.00346142548946018
exchange_112,yield_10y,13,0.002718606307785296
exchange_112,yield_10y,14,0.001985429245545033
exchange_112,yield_10y,15,0.0012856932009160567
exchange_112,yield_10y,16,6.247022467416062e-4
exchange_112,yield_10y,17,-3.1073633487491487e-6
exchange_112,yield_10y,18,-5.961200904437093e-4
exchange_112,yield_10y,19,-0.0011492225196271162
exchange_112,yield_10y,20,-0.0016635264795043995
exchange_112,yield_10y,21,-0.0021400442986875398
exchange_112,yield_10y,22,-0.0025760078059572995
exchange_112,yield_10y,23,-0.00297098675385268
exchange_112,yield_10y,24,-0.003325755437111985
exchange_112,yield_10y,25,-0.0036393639186267437
exchange_112,yield_10y,26,-0.003911649774457916
exchange_112,yield_10y,27,-0.004143445968311586
exchange_112,yield_10y,28,-0.00433516483092898
exchange_112,yield_10y,29,-0.0044875355598174285
exchange_112,yield_10y,30,-0.004601884045752398
exchange_112,yield_10y,31,-0.004679602342165339
exchange_112,yield_10y,32,-0.004722267800900937
exchange_112,yield_10y,33,-0.004731771304205534
exchange_112,yield_10y,34,-0.004710142758651444
exchange_112,yield_10y,35,-0.004659523537855208
exchange_112,yield_10y,36,-0.004582193576518225
exchange_112,yield_10y,37,-0.004480511378225067
exchange_112,yield_10y,38,-0.004356873897662594
exchange_112,yield_10y,39,-0.004213706313387222
exchange_112,yield_10y,40,-0.004053434783042935
exchange_112,yield_10y,41,-0.0038784576210281886
exchange_112,yield_10y,42,-0.003691128531474945
exchange_112,yield_10y,43,-0.00349374011876984
exchange_112,yield_10y,44,-0.0032885057968501438
exchange_112,yield_10y,45,-0.0030775463494361133
exchange_112,yield_10y,46,-0.002862879329126622
exchange_112,yield_10y,47,-0.0026464086533402
exchange_112,yield_10y,48,-0.002429916392134298
exchange_112,base_monetary_base,0,-0.4233730103078259
exchange_112,base_monetary_base,1,-0.386263280497523
exchange_112,base_monetary_base,2,-0.5327513411853446
exchange_112,base_monetary_base,3,-1.0426756663475145
exchange_112,base_monetary_base,4,-1.2085634629705244
exchange_112,base_monetary_base,5,-1.4221820316923095
exchange_112,base_monetary_base,6,-1.7081043993919964
exchange_112,base_monetary_base,7,-1.8543640451082033
exchange_112,base_monetary_base,8,-1.9988419816656444
exchange_112,base_monetary_base,9,-2.1347284833057256
exchange_112,base_monetary_base,10,-2.212198572732005
exchange_112,base_monetary_base,11,-2.266099066816407
exchange_112,base_monetary_base,12,-2.2920966730007097
exchange_112,base_monetary_base,13,-2.2822642512638436
exchange_112,base_monetary_base,14,-2.2471351130203487
exchange_112,base_monetary_base,15,-2.1866589734712782
exchange_112,base_monetary_base,16,-2.102138759079364
exchange_112,base_monetary_base,17,-1.998569468580702
exchange_112,base_monetary_base,18,-1.877702404776116
exchange_112,base_monetary_base,19,-1.742378140182399
exchange_112,base_monetary_base,20,-1.5957447542295111
exchange_112,base_monetary_base,21,-1.4399940967192326
exchange_112,base_monetary_base,22,-1.2776944020192582
exchange_112,base_monetary_base,23,-1.1111312887767788
exchange_112,base_monetary_base,24,-0.9422460425075219
exchange_112,base_monetary_base,25,-0.7730187449183634
exchange_112,base_monetary_base,26,-0.6051557606521429
exchange_112,base_monetary_base,27,-0.4401602731870957
exchange_112,base_monetary_base,28,-0.27945585891320235
exchange_112,base_monetary_base,29,-0.1242635684564064
exchange_112,base_monetary_base,30,0.024357057249302372
exchange_112,base_monetary_base,31,0.16546391432805674
exchange_112,base_monetary_base,32,0.2982710467672067
exchange_112,base_monetary_base,33,0.4221315379991042
exchange_112,base_monetary_base,34,0.5365202506165234
exchange_112,base_monetary_base,35,0.6410406621817355
exchange_112,base_monetary_base,36,0.7354158377560704
exchange_112,base_monetary_base,37,0.8194789916390111
exchange_112,base_monetary_base,38,0.8931696592357152
exchange_112,base_monetary_base,39,0.9565258659244291
exchange_112,base_monetary_base,40,1.0096760320726927
exchange_112,base_monetary_base,41,1.052831716900049
exchange_112,base_monetary_base,42,1.0862794649384888
exchange_112,base_monetary_base,43,1.1103726228204769
exchange_112,base_monetary_base,44,1.1255231893060325
exchange_112,base_monetary_base,45,1.132193625119693
exchange_112,base_monetary_base,46,1.130888849494216
exchange_112,base_monetary_base,47,1.1221483722652303
exchange_112,base_monetary_base,48,1.106538702008364
exchange_112,base_money_supply,0,-0.14908077727097124
exchange_112,base_money_supply,1,-0.12709378580569863
exchange_112,base_money_supply,2,-0.2940656866464386
exchange_112,base_money_supply,3,-0.5584909076329581
exchange_112,base_money_supply,4,-0.6642076577612732
exchange_112,base_money_supply,5,-0.8268005136875312
exchange_112,base_money_supply,6,-1.0303487104349363
exchange_112,base_money_supply,7,-1.1538367817796047
exchange_112,base_money_supply,8,-1.279843771423339
exchange_112,base_money_supply,9,-1.4051241760012712
exchange_112,base_money_supply,10,-1.4954255711152498
exchange_112,base_money_supply,11,-1.5659348820869279
exchange_112,base_money_supply,12,-1.6182779167168926
exchange_112,base_money_supply,13,-1.6450495799948395
exchange_112,base_money_supply,14,-1.6501585663362461
exchange_112,base_money_supply,15,-1.6355762206602953
exchange_112,base_money_supply,16,-1.6016406326457067
exchange_112,base_money_supply,17,-1.5509513101740646
exchange_112,base_money_supply,18,-1.4855122042450208
exchange_112,base_money_supply,19,-1.4072263891136472
exchange_112,base_money_supply,20,-1.3181882693851343
exchange_112,base_money_supply,21,-1.2203147414178162
exchange_112,base_money_supply,22,-1.1154760337141911
exchange_112,base_money_supply,23,-1.00535923109083
exchange_112,base_money_supply,24,-0.8915475513506244
exchange_112,base_money_supply,25,-0.775547057742898
exchange_112,base_money_supply,26,-0.6586715697269541
exchange_112,base_money_supply,27,-0.5421274798440123
exchange_112,base_money_supply,28,-0.4270383426696722
exchange_112,base_money_supply,29,-0.3143826964593588
exchange_112,base_money_supply,30,-0.20503296053007158
exchange_112,base_money_supply,31,-0.09977484263841152
exchange_112,base_money_supply,32,7.164804641357492e-4
exchange_112,base_money_supply,33,0.09586340862066667
exchange_112,base_money_supply,34,0.18517461931457646
exchange_112,base_money_supply,35,0.2682502415677135
exchange_112,base_money_supply,36,0.3447768589454281
exchange_112,base_money_supply,37,0.4145208068927042
exchange_112,base_money_supply,38,0.4773262330516559
exchange_112,base_money_supply,39,0.5331108908716242
exchange_112,base_money_supply,40,0.5818607250311247
exchange_112,base_money_supply,41,0.6236253840713246
exchange_112,base_money_supply,42,0.658513311153408
exchange_112,base_money_supply,43,0.6866863249352706
exchange_112,base_money_supply,44,0.70835426319098
exchange_112,base_money_supply,45,0.7237696218252321
exchange_112,base_money_supply,46,0.7332220974596293
exchange_112,base_money_supply,47,0.7370331697513777
exchange_112,base_money_supply,48,0.7355508340612049
exchange_112,base_demand_deposit,0,-0.014891306162301277
exchange_112,base_demand_deposit,1,0.12039567907276005
exchange_112,base_demand_deposit,2,-0.22370406517632224
exchange_112,base_demand_deposit,3,-0.3163415449241702
exchange_112,base_demand_deposit,4,-0.42041996215459454
exchange_112,base_demand_deposit,5,-0.6603701074331614
exchange_112,base_demand_deposit,6,-0.8795236021466812
exchange_112,base_demand_deposit,7,-1.0165711489056872
exchange_112,base_demand_deposit,8,-1.192884109606307
exchange_112,base_demand_deposit,9,-1.3525851463541683
exchange_112,base_demand_deposit,10,-1.463561553061976
exchange_112,base_demand_deposit,11,-1.5639727965423011
exchange_112,base_demand_deposit,12,-1.642984956833482
exchange_112,base_demand_deposit,13,-1.689387034157186
exchange_112,base_demand_deposit,14,-1.7129199671634177
exchange_112,base_demand_deposit,15,-1.7153046266014549
exchange_112,base_demand_deposit,16,-1.6945213950981919
exchange_112,base_demand_deposit,17,-1.654564246853396
exchange_112,base_demand_deposit,18,-1.5984071775750563
exchange_112,base_demand_deposit,19,-1.5272257541272038
exchange_112,base_demand_deposit,20,-1.4434197812542182
exchange_112,base_demand_deposit,21,-1.3494553334433723
exchange_112,base_demand_deposit,22,-1.2470903752842544
exchange_112,base_demand_deposit,23,-1.1380784180276993
exchange_112,base_demand_deposit,24,-1.024275393773999
exchange_112,base_demand_deposit,25,-0.9072336478130105
exchange_112,base_demand_deposit,26,-0.7883136943714342
exchange_112,base_demand_deposit,27,-0.6688681019484166
exchange_112,base_demand_deposit,28,-0.5501025462530285
exchange_112,base_demand_deposit,29,-0.43305741567774003
exchange_112,base_demand_deposit,30,-0.31870405560778803
exchange_112,base_demand_deposit,31,-0.20791515554340334
exchange_112,base_demand_deposit,32,-0.10143892567829882
exchange_112,base_demand_deposit,33,6.436335258097614e-5
exchange_112,base_demand_deposit,34,0.09602210771637587
exchange_112,base_demand_deposit,35,0.185961093305953
exchange_112,base_demand_deposit,36,0.26949539802505473
exchange_112,base_demand_deposit,37,0.3463209125322386
exchange_112,base_demand_deposit,38,0.4162170174773605
exchange_112,base_demand_deposit,39,0.4790410440611348
exchange_112,base_demand_deposit,40,0.5347224687042518
exchange_112,base_demand_deposit,41,0.583259775902012
exchange_112,base_demand_deposit,42,0.6247155403306781
exchange_112,base_demand_deposit,43,0.6592106352723226
exchange_112,base_demand_deposit,44,0.6869191839039113
exchange_112,base_demand_deposit,45,0.7080632371490925
exchange_112,base_demand_deposit,46,0.7229070379559888
exchange_112,base_demand_deposit,47,0.7317515068746117
exchange_112,base_demand_deposit,48,0.7349288542874755
exchange_112,base_savings_deposit,0,-0.036088472144435446
exchange_112,base_savings_deposit,1,0.028076988172043293
exchange_112,base_savings_deposit,2,-0.05722158968280988
exchange_112,base_savings_deposit,3,-0.18537663721199804
exchange_112,base_savings_deposit,4,-0.23791582146982515
exchange_112,base_savings_deposit,5,-0.3340386504805726
exchange_112,base_savings_deposit,6,-0.450063380900112
exchange_112,base_savings_deposit,7,-0.5180208186904012
exchange_112,base_savings_deposit,8,-0.5956007086288295
exchange_112,base_savings_deposit,9,-0.6712029544430953
exchange_112,base_savings_deposit,10,-0.7240162594112531
exchange_112,base_savings_deposit,11,-0.7694106689000613
exchange_112,base_savings_deposit,12,-0.8048717731400368
exchange_112,base_savings_deposit,13,-0.8253039895854353
exchange_112,base_savings_deposit,14,-0.8347675132055032
exchange_112,base_savings_deposit,15,-0.8338474006611918
exchange_112,base_savings_deposit,16,-0.8221509034649355
exchange_112,base_savings_deposit,17,-0.8014968371304443
exchange_112,base_savings_deposit,18,-0.7729623935637919
exchange_112,base_savings_deposit,19,-0.7373842740578174
exchange_112,base_savings_deposit,20,-0.6959251558953494
exchange_112,base_savings_deposit,21,-0.6496080585607467
exchange_112,base_savings_deposit,22,-0.5993751722380036
exchange_112,base_savings_deposit,23,-0.5460935342662454
exchange_112,base_savings_deposit,24,-0.49059009710988866
exchange_112,base_savings_deposit,25,-0.43363910601101896
exchange_112,base_savings_deposit,26,-0.37590936069836767
exchange_112,base_savings_deposit,27,-0.3180267251281288
exchange_112,base_savings_deposit,28,-0.26057360390358
exchange_112,base_savings_deposit,29,-0.20405355334286446
exchange_112,base_savings_deposit,30,-0.1489222306277349
exchange_112,base_savings_deposit,31,-0.09559293224669085
exchange_112,base_savings_deposit,32,-0.044420860381622074
exchange_112,base_savings_deposit,33,0.004285624755206996
exchange_112,base_savings_deposit,34,0.05026031036456935
exchange_112,base_savings_deposit,35,0.09328380345192677
exchange_112,base_savings_deposit,36,0.13317953112901293
exchange_112,base_savings_deposit,37,0.16981046471269412
exchange_112,base_savings_deposit,38,0.20307905171066398
exchange_112,base_savings_deposit,39,0.23292482580588025
exchange_112,base_savings_deposit,40,0.2593216729168901
exchange_112,base_savings_deposit,41,0.2822759411024389
exchange_112,base_savings_deposit,42,0.3018240304087705
exchange_112,base_savings_deposit,43,0.3180297086404327
exchange_112,base_savings_deposit,44,0.3309815844670494
