panel,variable,h,point,lo68,hi68,lo90,hi90,excludes_zero_68,excludes_zero_90
exchange_expectations_115,cambio_eur,0,0.12357134114787707,0.08537515657153112,0.15593156382168993,0.06221731953103545,0.18702150497767323,TRUE,TRUE
exchange_expectations_115,cambio_eur,1,0.12149809237510274,0.07476939335765545,0.17531643392940807,0.043863680689730636,0.20877735467650976,TRUE,TRUE
exchange_expectations_115,cambio_eur,2,0.07875398331808708,0.03204830834059218,0.14524933434795598,-0.0021843976423330433,0.18818751678541468,TRUE,FALSE
exchange_expectations_115,cambio_eur,3,0.07029946780902598,0.01805544401749421,0.14101796900975647,-0.01898069577147193,0.18086479890636128,TRUE,FALSE
exchange_expectations_115,cambio_eur,4,0.04895540433548096,-0.004125082131888544,0.12677688422623087,-0.04033263356965462,0.1666177712370511,FALSE,FALSE
exchange_expectations_115,cambio_eur,5,0.012103868083753725,-0.041743300842776235,0.09970050726411095,-0.08433935627368637,0.14069229748656734,FALSE,FALSE
exchange_expectations_115,cambio_eur,6,-0.005066572648203186,-0.056970357179930334,0.08608595677088207,-0.09951722632861634,0.12940641636516156,FALSE,FALSE
exchange_expectations_115,cambio_eur,7,-0.020455851689084096,-0.07496494781881508,0.07381839088578651,-0.11942219830164505,0.12082373455607431,FALSE,FALSE
exchange_expectations_115,cambio_eur,8,-0.04235926832307865,-0.09719403579356657,0.05358662877770945,-0.13729830005349913,0.10828004930488397,FALSE,FALSE
exchange_expectations_115,cambio_eur,9,-0.05622953147910423,-0.11017693918145832,0.039950452646883045,-0.15260827865192628,0.09651641940892502,FALSE,FALSE
exchange_expectations_115,cambio_eur,10,-0.06635514490554152,-0.12036440891201831,0.02767801254850594,-0.16797423173576964,0.08359210506680635,FALSE,FALSE
exchange_expectations_115,cambio_eur,11,-0.077702417741131,-0.13255655865556312,0.0171226595817663,-0.1840513417867872,0.0687394000695897,FALSE,FALSE
exchange_expectations_115,cambio_eur,12,-0.08589885538520592,-0.14197038206339052,0.01017565885862693,-0.1971128890723397,0.05568209747629183,FALSE,FALSE
exchange_expectations_115,cambio_eur,13,-0.091426134613913565,-0.14891846253695906,0.0017415915796985598,-0.20585554911736403,0.047966366092204026,FALSE,FALSE
exchange_expectations_115,cambio_eur,14,-0.09624252284372356,-0.15553793669076227,-0.004934192229389551,-0.21409728334478503,0.03726334101327308,TRUE,FALSE
exchange_expectations_115,cambio_eur,15,-0.09955478263579201,-0.15995183456857992,-0.009267884936480343,-0.22597755822272844,0.03189779645615807,TRUE,FALSE
exchange_expectations_115,cambio_eur,16,-0.10107221074794426,-0.1604877777778665,-0.013856978219541481,-0.22711628481028254,0.02988991589698622,TRUE,FALSE
exchange_expectations_115,cambio_eur,17,-0.1015057248476154,-0.1623249443638621,-0.0179251362711205,-0.2275129971941069,0.021712412741544663,TRUE,FALSE
exchange_expectations_115,cambio_eur,18,-0.1009426626092831,-0.16220124723487334,-0.021881624770762043,-0.23427782910804024,0.01986588473834862,TRUE,FALSE
exchange_expectations_115,cambio_eur,19,-0.0992426222313365,-0.16109245438192912,-0.02312601314533727,-0.23698060547489977,0.021661838946101106,TRUE,FALSE
exchange_expectations_115,cambio_eur,20,-0.09664523993707237,-0.1602968474191752,-0.022512961772849307,-0.23428275034818288,0.02113596362956621,TRUE,FALSE
exchange_expectations_115,cambio_eur,21,-0.09334680350132779,-0.15901876801903725,-0.02137207964559172,-0.2324484683872568,0.020487684338036043,TRUE,FALSE
exchange_expectations_115,cambio_eur,22,-0.08935804048733344,-0.15837952734573607,-0.019839836451478854,-0.22584957313167292,0.02340538810977175,TRUE,FALSE
exchange_expectations_115,cambio_eur,23,-0.08477482079448544,-0.15356094963166445,-0.019160031022582676,-0.22239812280860213,0.02703198471778785,TRUE,FALSE
exchange_expectations_115,cambio_eur,24,-0.07974254932257903,-0.1484600711850277,-0.01656973228257718,-0.21533267743508255,0.03028020354284862,TRUE,FALSE
exchange_expectations_115,cambio_eur,25,-0.07432688609195147,-0.14267194332436337,-0.01240048153383827,-0.21213951665327765,0.03246665996411906,TRUE,FALSE
exchange_expectations_115,cambio_eur,26,-0.06859174871889721,-0.13664563542136096,-0.010079087263416098,-0.2042474458327854,0.036765056751540924,TRUE,FALSE
exchange_expectations_115,cambio_eur,27,-0.06263135090399465,-0.13146178749313353,-0.007116441238294381,-0.19694555716748952,0.03985805036804545,TRUE,FALSE
exchange_expectations_115,cambio_eur,28,-0.056515227663674485,-0.12482292348202366,-0.0036198021435192495,-0.18682547127391447,0.039820500402066174,TRUE,FALSE
exchange_expectations_115,cambio_eur,29,-0.05029826567129352,-0.1193858806441052,0.001228436877710491,-0.17794121694312534,0.04221003590299294,FALSE,FALSE
exchange_expectations_115,cambio_eur,30,-0.04404403890303457,-0.11233561940442074,0.003496982535288476,-0.16970273019378218,0.04387312373762734,FALSE,FALSE
exchange_expectations_115,cambio_eur,31,-0.03780940056537597,-0.10770878312844198,0.008200317402986775,-0.15839718251934504,0.047172766519874565,FALSE,FALSE
exchange_expectations_115,cambio_eur,32,-0.03164047539335221,-0.10175505939464681,0.012278799107152514,-0.15129509323109983,0.052104101993657885,FALSE,FALSE
exchange_expectations_115,cambio_eur,33,-0.02558237233424003,-0.09589178953189516,0.019221505249121335,-0.1468587165275935,0.05262393184699334,FALSE,FALSE
exchange_expectations_115,cambio_eur,34,-0.019677038628616802,-0.0899372415136118,0.02426660323316797,-0.14007009824398986,0.05656946458113738,FALSE,FALSE
exchange_expectations_115,cambio_eur,35,-0.013959799067519514,-0.0826461356261763,0.028202670315189228,-0.1352482655901885,0.06349477343423299,FALSE,FALSE
exchange_expectations_115,cambio_eur,36,-0.008462195863605452,-0.0774915919298857,0.0342654103586253,-0.12956003089080118,0.0648568211439821,FALSE,FALSE
exchange_expectations_115,cambio_eur,37,-0.003212666226646908,-0.07312852076165538,0.03653934873155015,-0.12502471261314788,0.07008287716131274,FALSE,FALSE
exchange_expectations_115,cambio_eur,38,0.0017648860455922672,-0.06670385902969828,0.042700254276647934,-0.1217116276598859,0.07417797913293989,FALSE,FALSE
exchange_expectations_115,cambio_eur,39,0.006450543979556276,-0.06285120872441702,0.046217623591479615,-0.1143150292550359,0.08160871957872914,FALSE,FALSE
exchange_expectations_115,cambio_eur,40,0.010827654090917925,-0.059801466316045236,0.049321327110805925,-0.10659021205558086,0.0869061599681279,FALSE,FALSE
exchange_expectations_115,cambio_eur,41,0.014883139581449434,-0.05633141186906344,0.05172695709014808,-0.09833349028328774,0.09265834558295337,FALSE,FALSE
exchange_expectations_115,cambio_eur,42,0.018607431165952697,-0.053823685653501555,0.0548790971072446,-0.09299949670182772,0.09745212001850226,FALSE,FALSE
exchange_expectations_115,cambio_eur,43,0.021994035848528482,-0.04903928286268821,0.058526312657714415,-0.08907708753896594,0.10127666930924817,FALSE,FALSE
exchange_expectations_115,cambio_eur,44,0.02503943924652305,-0.04404432088479169,0.061360395185767205,-0.08656116176739179,0.10634177353131374,FALSE,FALSE
exchange_expectations_115,cambio_eur,45,0.027743023302142608,-0.04043682498321733,0.06358094918382476,-0.082965835679778,0.10941360489151426,FALSE,FALSE
exchange_expectations_115,cambio_eur,46,0.030106795330167992,-0.03716463841046048,0.06475645236461372,-0.08009659053199696,0.11231618857150333,FALSE,FALSE
exchange_expectations_115,cambio_eur,47,0.03213518035527435,-0.03406047625194302,0.06659198287512341,-0.07641360708449237,0.11654463345650695,FALSE,FALSE
exchange_expectations_115,cambio_eur,48,0.03383486773297126,-0.032473614163595836,0.06826964355606142,-0.07276608035842227,0.11974345231004223,FALSE,FALSE
exchange_expectations_115,cambio_cny,0,0.02009028135663436,0.01519909930969374,0.02414773706089717,0.01250813892566329,0.028242735241969907,TRUE,TRUE
exchange_expectations_115,cambio_cny,1,0.020592715899967303,0.014589868484613574,0.027757536409896658,0.010074340124012902,0.03283449538998081,TRUE,TRUE
exchange_expectations_115,cambio_cny,2,0.01570930051951265,0.009683910480858962,0.024473227360051582,0.004716439719480833,0.0301269891455382,TRUE,TRUE
exchange_expectations_115,cambio_cny,3,0.015316771511696827,0.008248920350661276,0.0242644576856628,0.003914215035001572,0.030230469553272188,TRUE,TRUE
exchange_expectations_115,cambio_cny,4,0.01281079670438013,0.005836147167635955,0.02302739192291959,6.101798337908798e-4,0.029507708907718783,TRUE,TRUE
exchange_expectations_115,cambio_cny,5,0.008130352181674284,0.0011902068418557813,0.019928303190521666,-0.0052038138795073826,0.025918697198487946,TRUE,FALSE
exchange_expectations_115,cambio_cny,6,0.00597127312619647,-0.0012463446324823676,0.018644682653772067,-0.007320494596142417,0.024421241009778626,FALSE,FALSE
exchange_expectations_115,cambio_cny,7,0.003806270939131061,-0.003374175415855616,0.017089257016436855,-0.009089466205076268,0.023362687578342218,FALSE,FALSE
exchange_expectations_115,cambio_cny,8,7.005490293668648e-4,-0.006256623394967357,0.014847256533875558,-0.01221016713283294,0.021570344409236393,FALSE,FALSE
exchange_expectations_115,cambio_cny,9,-0.0014492588099826891,-0.007959221705389687,0.013310434121416087,-0.014230829215653495,0.020092361815321123,FALSE,FALSE
exchange_expectations_115,cambio_cny,10,-0.003212278815692621,-0.009743772393811705,0.011661014018779873,-0.016081671705870788,0.018513261557276277,FALSE,FALSE
exchange_expectations_115,cambio_cny,11,-0.005188656997836786,-0.011477733388187979,0.010123933362381371,-0.018179538358929437,0.01673104751923605,FALSE,FALSE
exchange_expectations_115,cambio_cny,12,-0.00680491608605503,-0.013037932662773892,0.008500853022302475,-0.02008238183871416,0.01541930038249444,FALSE,FALSE
exchange_expectations_115,cambio_cny,13,-0.008110200593088524,-0.014126264267803147,0.0066560470335636016,-0.021165175737242147,0.013848441379217992,FALSE,FALSE
exchange_expectations_115,cambio_cny,14,-0.009342551165426139,-0.015487177094997636,0.005328522747168132,-0.022710707083492605,0.012264415805304445,FALSE,FALSE
exchange_expectations_115,cambio_cny,15,-0.010390306467730507,-0.016291610120319093,0.004261901066107792,-0.024248766370159564,0.01108920559600882,FALSE,FALSE
exchange_expectations_115,cambio_cny,16,-0.011204507571531496,-0.01742362950892773,0.003152390440229626,-0.025460927658229247,0.01023963698959462,FALSE,FALSE
exchange_expectations_115,cambio_cny,17,-0.011868919823669262,-0.01807597416173986,0.0021585839805748903,-0.025734646874148656,0.00932524624380774,FALSE,FALSE
exchange_expectations_115,cambio_cny,18,-0.012389181841368902,-0.018730014806923885,0.0012646592983220797,-0.026760558568358586,0.00871214927999878,FALSE,FALSE
exchange_expectations_115,cambio_cny,19,-0.012740443990621702,-0.019235761166656,6.248639079766867e-4,-0.027098176383250742,0.008356722845835376,FALSE,FALSE
exchange_expectations_115,cambio_cny,20,-0.012949303855292485,-0.019585651245820835,-2.565647944312353e-4,-0.027370095034618975,0.007556875491922732,TRUE,FALSE
exchange_expectations_115,cambio_cny,21,-0.01303817741218345,-0.019527583179251386,-7.152126356574778e-4,-0.02790973871665703,0.007038733085352717,TRUE,FALSE
exchange_expectations_115,cambio_cny,22,-0.013005282578482246,-0.019686541756648582,-7.253634857335875e-4,-0.027552223353790026,0.005664833903064639,TRUE,FALSE
exchange_expectations_115,cambio_cny,23,-0.012860964556194811,-0.020056883707454138,-8.148720708968485e-4,-0.028670228740889824,0.005380436624498635,TRUE,FALSE
exchange_expectations_115,cambio_cny,24,-0.012622814968377777,-0.0199282025417927,-9.221450501109647e-4,-0.028692281857243235,0.005557334059941184,TRUE,FALSE
exchange_expectations_115,cambio_cny,25,-0.012298310243758902,-0.019749784587907254,-9.201481169558981e-4,-0.02823145491633084,0.005478735356683398,TRUE,FALSE
exchange_expectations_115,cambio_cny,26,-0.011895208460242447,-0.019421307131255595,-9.618004029887016e-4,-0.027646487905010696,0.005595312397692704,TRUE,FALSE
exchange_expectations_115,cambio_cny,27,-0.011425672963261442,-0.018905153509817595,-5.34816089205934e-4,-0.027661915025050315,0.005683748423035968,TRUE,FALSE
exchange_expectations_115,cambio_cny,28,-0.010898931727446666,-0.018344026942969823,-3.499446715808107e-4,-0.027175532178690558,0.005891522562758927,TRUE,FALSE
exchange_expectations_115,cambio_cny,29,-0.010322590348707247,-0.018097402004986815,-1.322177398613357e-4,-0.026385441643470196,0.005913075562189516,TRUE,FALSE
exchange_expectations_115,cambio_cny,30,-0.009705656875774066,-0.0175344121237274,4.8808158432357495e-5,-0.02547250958581903,0.006082144072932294,FALSE,FALSE
exchange_expectations_115,cambio_cny,31,-0.009056475282361826,-0.016918526497760634,1.7625567952536802e-4,-0.025130003623099986,0.006045913798668357,FALSE,FALSE
exchange_expectations_115,cambio_cny,32,-0.008382173705238931,-0.016287911078665267,3.210104743274696e-4,-0.024179730181287374,0.006399922714752149,FALSE,FALSE
exchange_expectations_115,cambio_cny,33,-0.00768991373233967,-0.015652487258756093,0.0010423118444239192,-0.02298149238216748,0.006459855137754798,FALSE,FALSE
exchange_expectations_115,cambio_cny,34,-0.006986587003224136,-0.015025038557184938,0.0015679682599101575,-0.022440161910693958,0.007031357270858778,FALSE,FALSE
exchange_expectations_115,cambio_cny,35,-0.006278338705709037,-0.014293891047263895,0.001895007569304612,-0.022019674812495022,0.007573316128448314,FALSE,FALSE
exchange_expectations_115,cambio_cny,36,-0.005570920624924008,-0.013581455356311641,0.002270434501101336,-0.02123047436962286,0.008157697001961643,FALSE,FALSE
exchange_expectations_115,cambio_cny,37,-0.004869763659819953,-0.012980662669530296,0.002785228777727823,-0.020256831731261995,0.008272662310578867,FALSE,FALSE
exchange_expectations_115,cambio_cny,38,-0.004179772580685858,-0.012188419044774136,0.003088510574898068,-0.019970874377229508,0.008574875935092622,FALSE,FALSE
exchange_expectations_115,cambio_cny,39,-0.0035053812778709204,-0.01160418973638696,0.0038532913091651735,-0.019381239908803798,0.009256962472864581,FALSE,FALSE
exchange_expectations_115,cambio_cny,40,-0.0028506330551266363,-0.01087947109967123,0.004616990045104547,-0.018680282457313326,0.00960224647915953,FALSE,FALSE
exchange_expectations_115,cambio_cny,41,-0.0022191246202545502,-0.010311993210254125,0.005157891284471647,-0.01791089463223398,0.010186689341638452,FALSE,FALSE
exchange_expectations_115,cambio_cny,42,-0.0016140009602353357,-0.009891238470337176,0.005614100040756487,-0.016751891123264657,0.010852681508544645,FALSE,FALSE
exchange_expectations_115,cambio_cny,43,-0.0010379989017930559,-0.00933761176553908,0.005887186167610202,-0.016065590645474498,0.011457610320878974,FALSE,FALSE
exchange_expectations_115,cambio_cny,44,-4.934473435136796e-4,-0.008710382681550187,0.00641913966454048,-0.015588700830280638,0.012657306176189258,FALSE,FALSE
exchange_expectations_115,cambio_cny,45,1.7733825808497598e-5,-0.008012843341668059,0.0065986754803078074,-0.01474394288009901,0.013083157423895979,FALSE,FALSE
exchange_expectations_115,cambio_cny,46,4.940090641216621e-4,-0.007472095712955964,0.006905233941350352,-0.014064571108850519,0.013673159124865409,FALSE,FALSE
exchange_expectations_115,cambio_cny,47,9.342100091394405e-4,-0.006896095400664477,0.007234599105351715,-0.013165312553971029,0.014351947721891047,FALSE,FALSE
exchange_expectations_115,cambio_cny,48,0.001337524582088847,-0.006570342018764335,0.007678680447165668,-0.012771329030728033,0.014949995338649942,FALSE,FALSE
exchange_expectations_115,cambio_ars,0,0.0064280380893885014,0.003801895148227945,0.00841965645965251,0.0025447036129011068,0.009846120810240685,TRUE,TRUE
exchange_expectations_115,cambio_ars,1,0.006980368802510918,0.004000324447423941,0.009377564246842678,0.0025372810016549277,0.011745266834558446,TRUE,TRUE
exchange_expectations_115,cambio_ars,2,0.006390300286087396,0.0031581747095392877,0.009083935623059966,0.001457320628688283,0.011301605662370366,TRUE,TRUE
exchange_expectations_115,cambio_ars,3,0.006861543572694261,0.0033722835778963044,0.009618598748395298,0.00165778439476163,0.011847176843636628,TRUE,TRUE
exchange_expectations_115,cambio_ars,4,0.006560938783476178,0.003023169031398528,0.009488998484049292,0.001195368417901415,0.011741357337672075,TRUE,TRUE
exchange_expectations_115,cambio_ars,5,0.00571285235357213,0.002242488013518366,0.009107994301046335,3.0362058309481104e-4,0.011430784207087288,TRUE,TRUE
exchange_expectations_115,cambio_ars,6,0.005414444289751878,0.0021869850724794983,0.009090573398604501,1.0594677723565473e-4,0.011546258141538089,TRUE,TRUE
exchange_expectations_115,cambio_ars,7,0.004955277329459788,0.002007280946906962,0.008962738639216369,-2.7563222588411647e-4,0.011457367586001167,TRUE,FALSE
exchange_expectations_115,cambio_ars,8,0.004220070326339812,0.0014855661832228872,0.008648468465484192,-8.721863058609399e-4,0.01136950788368483,TRUE,FALSE
exchange_expectations_115,cambio_ars,9,0.003651241375549157,0.0011078212388556936,0.008380638648253703,-0.0012272690687023997,0.011093841742208515,TRUE,FALSE
