var,h,winner,runnerup
base_m1,2,1.5049527836399568,-1.6199937683644805
base_m1,3,1.623022529985052,-1.064316862575887
base_m1,4,1.652439704775266,-0.17854182617114134
base_m1,5,1.5612725116713078,-0.028190706368502738
base_m1,6,1.4362428332669541,0.015071742430894375
base_m1,7,1.3335196510646075,-0.17240205760038485
base_m1,8,1.1584686011952838,-0.5627502829569031
base_m1,9,0.9329086352592331,-1.002735690020018
base_m1,10,0.8174997201431999,-1.347447805704971
base_m1,11,0.7118687278145908,-1.6724323907253202
base_m1,12,0.6244498946720967,-1.9755710292519657
base_m1,13,0.5672351316174495,-2.1545539069302455
base_m1,14,0.4395226217628778,-2.275529093834694
base_m1,15,0.2878346389408204,-2.446984512971706
base_m1,16,0.14198468825152855,-2.5406735440227757
base_m1,17,-0.012652294701709366,-2.632699656605464
base_m1,18,-0.16744248959089658,-2.7180608744806434
base_m1,19,-0.29810359171400513,-2.7605554378227426
base_m1,20,-0.41130960138174855,-2.7889612553163134
base_m1,21,-0.5162260961608545,-2.787040218688941
base_m1,22,-0.5947238774783647,-2.7399910208817935
base_m1,23,-0.6588497553369987,-2.650357833193151
base_m1,24,-0.7192352409982061,-2.5286422828389665
base_m1,25,-0.7682234711090419,-2.3715525701608953
base_m1,26,-0.8106340848203386,-2.1861008851835173
base_m1,27,-0.8448998199695468,-1.9895495524607898
base_m1,28,-0.8667949099089078,-1.7762509482194266
base_m1,29,-0.8779343327716571,-1.55226791667461
base_m1,30,-0.8777036565684737,-1.322142188686859
base_m1,31,-0.8651232658466235,-1.082529250984643
base_m1,32,-0.8418977078636258,-0.8362257839068743
base_m1,33,-0.8099576759743377,-0.5842651190164028
base_m1,34,-0.7701417573912961,-0.32908281570970255
base_m1,35,-0.7251363181051462,-0.07541314803271026
base_m1,36,-0.6767044544140455,0.17322820689802398
base_m1,37,-0.6250280501540306,0.4131276488333002
base_m1,38,-0.5712931712525293,0.6408001243078054
base_m1,39,-0.5158070801408288,0.853788509405895
base_m1,40,-0.4587548967847299,1.0510524716777825
base_m1,41,-0.4009795269566019,1.2311620364646947
base_m1,42,-0.34289666594471413,1.3935314846288183
base_m1,43,-0.28518206930409074,1.5382105605467267
base_m1,44,-0.228809250602946,1.6645938691311368
base_m1,45,-0.17446032404583312,1.7725333040008895
base_m1,46,-0.12275678565404347,1.8619151605438367
base_m1,47,-0.07430423909362549,1.9324755654218873
base_m1,48,-0.029378566457871624,1.9844560575809522
base_m2,0,0.5025386016631384,-1.0277925976138635
base_m2,1,0.8031435876815429,-0.5510239241292902
base_m2,2,1.0104252033384498,-0.6565731786539408
base_m2,3,1.05742968436775,-0.46885764591200196
base_m2,4,1.1539501907000815,-0.0602760836027727
base_m2,5,1.1333258879030694,-0.1776547572186482
base_m2,6,1.0973871802541835,-0.34201008871016514
base_m2,7,1.0950704978636816,-0.5614225763645786
base_m2,8,1.0282106966870375,-0.9022196204738542
base_m2,9,0.8991091133314866,-1.1892626772582515
base_m2,10,0.8449878315375026,-1.4395788260085474
base_m2,11,0.7988915308931865,-1.7257457276101396
base_m2,12,0.7325668993697354,-2.0215559761478374
base_m2,13,0.6861942262666343,-2.2383859688231644
base_m2,14,0.590112826552458,-2.4177623988165364
base_m2,15,0.48768791730060546,-2.6423144486131367
base_m2,16,0.40042140301927986,-2.7918244351101906
base_m2,17,0.3037077071567973,-2.9258343373660733
base_m2,18,0.2122331619178519,-3.0549408315790783
base_m2,19,0.13476835395005438,-3.1388222478386463
base_m2,20,0.06194222140536443,-3.213353464514823
base_m2,21,-0.008845365063792077,-3.2580453888793937
base_m2,22,-0.06217643491086555,-3.2684186730149944
base_m2,23,-0.10891607368798129,-3.252703867102291
base_m2,24,-0.15562079600014433,-3.210930168124748
base_m2,25,-0.19297198935307458,-3.143545861379704
base_m2,26,-0.22731949971965815,-3.0564175573138397
base_m2,27,-0.25704632122831583,-2.9586739493322134
base_m2,28,-0.2793384761353712,-2.843842726414636
base_m2,29,-0.2976677596119415,-2.718140771646227
base_m2,30,-0.3105918709901512,-2.585295107036656
base_m2,31,-0.3179699344439513,-2.441645148847116
base_m2,32,-0.32142630476846845,-2.2916529078097714
base_m2,33,-0.3212030154659429,-2.1357642789916143
base_m2,34,-0.3175279308301526,-1.9753696966130052
