ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,asset_ibov,40,6.372360010165956,-40.231803991272265,60.647708496834824,-171.03813908179245,294.8994888578207
GMR nao-gaussiano,asset_ibov,41,6.732619419178927,-41.81656681406774,63.336720513409816,-168.8135394381594,295.8335672802287
GMR nao-gaussiano,asset_ibov,42,7.055518177535164,-42.054182199392976,61.86946785640696,-165.71844204753626,296.4835475863592
GMR nao-gaussiano,asset_ibov,43,7.3414055830377425,-43.128114695128474,60.248155200507824,-171.08832555976596,294.96416507784636
GMR nao-gaussiano,asset_ibov,44,7.588355246077744,-43.49847449235972,61.0650261520818,-163.46228300169497,292.1262323791194
GMR nao-gaussiano,asset_ibov,45,7.7947229033476075,-44.889923766986065,58.99801378627918,-156.34457799465616,214.41233311422775
GMR nao-gaussiano,asset_ibov,46,7.961566397189163,-51.069441087633756,56.67474203861333,-152.18485245238492,206.0530164269611
GMR nao-gaussiano,asset_ibov,47,8.088693983768694,-50.901605542148815,57.18630563880883,-182.84834504776558,198.68934693181788
GMR nao-gaussiano,asset_ibov,48,8.176875651167748,-51.74245633669297,56.07668937935625,-175.99520988844452,192.6503429015113
GMR nao-gaussiano,cambio_usd,0,0.2381732757646692,-0.07316735817934891,0.3422950826890514,-0.5191648469351527,0.6567240213828999
GMR nao-gaussiano,cambio_usd,1,0.32293697559138673,-0.16438110238125553,0.4415129508771055,-0.9278472044695089,0.9248275677909827
GMR nao-gaussiano,cambio_usd,2,0.28013577483305524,-0.24461206461678325,0.4815151185006812,-1.155216977349927,1.225699290217649
GMR nao-gaussiano,cambio_usd,3,0.22355775825756063,-0.22998945381405805,0.42171119771850407,-1.3358144355644819,1.058954547880941
GMR nao-gaussiano,cambio_usd,4,0.20302955541196785,-0.2528472331159288,0.33230099644422906,-1.331312669331589,1.053621118371174
GMR nao-gaussiano,cambio_usd,5,0.18224723565845152,-0.24866881040238045,0.32015124440343107,-1.233063064654772,1.1386946041793904
GMR nao-gaussiano,cambio_usd,6,0.18585102247833352,-0.2315193217965451,0.3132070313178964,-1.4625902659798287,1.1458459163060333
GMR nao-gaussiano,cambio_usd,7,0.17249544673357173,-0.27728180124568225,0.3549319700566352,-1.5301828900972088,1.0725861008483208
GMR nao-gaussiano,cambio_usd,8,0.12053274285577974,-0.23382152879848628,0.21716187929002667,-1.6812389941497063,0.8580614284617671
GMR nao-gaussiano,cambio_usd,9,0.10404934050664848,-0.2683497719095568,0.19920446384120225,-1.0596618969984821,0.7950872420303404
