sample,instrument,exercise,key,n_used,wald_mp
full,z_jk_raw_purif,hac,6,147,7.793208043342193
full,z_jk_purif,baseline,NA,147,3.9799796928344127
full,z_jk_purif,loo,2013-07,146,3.984568027167006
full,z_jk_purif,loo,2013-08,146,4.0188792740122254
full,z_jk_purif,loo,2013-09,146,3.914363727784102
full,z_jk_purif,loo,2013-10,146,4.029276754673696
full,z_jk_purif,loo,2013-11,146,3.9473215298141415
full,z_jk_purif,loo,2013-12,146,3.9459491196949625
full,z_jk_purif,loo,2014-01,146,3.858746767322893
full,z_jk_purif,loo,2014-02,146,3.56170311664407
full,z_jk_purif,loo,2014-03,146,4.035101824630392
full,z_jk_purif,loo,2014-04,146,3.9019975240879283
full,z_jk_purif,loo,2014-05,146,3.969234107490929
full,z_jk_purif,loo,2014-06,146,3.889277725403066
full,z_jk_purif,loo,2014-07,146,3.388821372485725
full,z_jk_purif,loo,2014-08,146,3.976389068676468
full,z_jk_purif,loo,2014-09,146,3.9743289300438587
full,z_jk_purif,loo,2014-10,146,3.9871837763320728
full,z_jk_purif,loo,2014-11,146,3.984412240453616
full,z_jk_purif,loo,2014-12,146,4.058073774061794
full,z_jk_purif,loo,2015-01,146,4.0401195736723725
full,z_jk_purif,loo,2015-02,146,4.122718336255133
full,z_jk_purif,loo,2015-03,146,3.972585029966143
full,z_jk_purif,loo,2015-04,146,3.8526067419770844
full,z_jk_purif,loo,2015-05,146,3.948014949578198
full,z_jk_purif,loo,2015-06,146,3.9750297087663786
full,z_jk_purif,loo,2015-07,146,3.9640103596152825
full,z_jk_purif,loo,2015-08,146,4.013744519565394
full,z_jk_purif,loo,2015-09,146,4.558272953205349
full,z_jk_purif,loo,2015-10,146,3.9049589134098506
full,z_jk_purif,loo,2015-11,146,3.9068853347244468
full,z_jk_purif,loo,2015-12,146,3.8924675604794143
full,z_jk_purif,loo,2016-01,146,4.560614049005375
full,z_jk_purif,loo,2016-02,146,4.085474770516407
full,z_jk_purif,loo,2016-03,146,3.9264720660599015
full,z_jk_purif,loo,2016-04,146,3.9480290114187877
full,z_jk_purif,loo,2016-05,146,3.795660876383316
full,z_jk_purif,loo,2016-06,146,4.175076458063623
full,z_jk_purif,loo,2016-07,146,4.003265302068678
full,z_jk_purif,loo,2016-08,146,3.979830690256832
full,z_jk_purif,loo,2016-09,146,4.009367839743571
full,z_jk_purif,loo,2016-10,146,3.975776984292574
full,z_jk_purif,loo,2016-11,146,3.977441247308553
full,z_jk_purif,loo,2016-12,146,4.4526199834858815
full,z_jk_purif,loo,2017-01,146,3.260597604213855
full,z_jk_purif,loo,2017-02,146,4.128943332740226
full,z_jk_purif,loo,2017-03,146,4.002245701772875
full,z_jk_purif,loo,2017-04,146,3.9240754089089087
full,z_jk_purif,loo,2017-05,146,3.985256462624779
full,z_jk_purif,loo,2017-06,146,4.12528076787401
full,z_jk_purif,loo,2017-07,146,3.710491421604626
full,z_jk_purif,loo,2017-08,146,4.000550967352175
full,z_jk_purif,loo,2017-09,146,4.0313262972518125
full,z_jk_purif,loo,2017-10,146,3.9797339319981293
full,z_jk_purif,loo,2017-11,146,3.968656471277445
full,z_jk_purif,loo,2017-12,146,3.99443970112146
full,z_jk_purif,loo,2018-01,146,3.9803828786201425
full,z_jk_purif,loo,2018-02,146,3.975107935972567
full,z_jk_purif,loo,2018-03,146,3.7793589326113928
full,z_jk_purif,loo,2018-04,146,3.928421592858484
full,z_jk_purif,loo,2018-05,146,3.3758850854433926
full,z_jk_purif,loo,2018-06,146,4.206302070328088
full,z_jk_purif,loo,2018-07,146,3.849944912004763
full,z_jk_purif,loo,2018-08,146,3.94469761826553
full,z_jk_purif,loo,2018-09,146,4.059866539389395
full,z_jk_purif,loo,2018-10,146,4.398163682490663
full,z_jk_purif,loo,2018-11,146,3.793323563384173
full,z_jk_purif,loo,2018-12,146,4.001327730991376
full,z_jk_purif,loo,2019-01,146,4.011274900019996
full,z_jk_purif,loo,2019-02,146,3.942381147621583
full,z_jk_purif,loo,2019-03,146,3.948667194596609
full,z_jk_purif,loo,2019-04,146,4.019570706425769
full,z_jk_purif,loo,2019-05,146,3.9312945898443363
full,z_jk_purif,loo,2019-06,146,3.915746163893655
full,z_jk_purif,loo,2019-07,146,4.015498260090021
full,z_jk_purif,loo,2019-08,146,4.135740947491765
full,z_jk_purif,loo,2019-09,146,3.940658096552623
full,z_jk_purif,loo,2019-10,146,4.138318698408707
full,z_jk_purif,loo,2019-11,146,4.009858977224565
full,z_jk_purif,loo,2019-12,146,4.085509784635927
full,z_jk_purif,loo,2020-01,146,3.9976809190259046
full,z_jk_purif,loo,2020-02,146,3.924044653279407
full,z_jk_purif,loo,2020-03,146,4.531481560969104
full,z_jk_purif,loo,2020-04,146,3.5416813326226095
full,z_jk_purif,loo,2020-05,146,3.376206795809122
full,z_jk_purif,loo,2020-06,146,3.955161767628893
full,z_jk_purif,loo,2020-07,146,3.914857978279763
full,z_jk_purif,loo,2020-08,146,3.9903206479732187
full,z_jk_purif,loo,2020-09,146,3.9739497471804772
full,z_jk_purif,loo,2020-10,146,4.583864182755104
full,z_jk_purif,loo,2020-11,146,3.981572554716673
full,z_jk_purif,loo,2020-12,146,3.5853237525890735
full,z_jk_purif,loo,2021-01,146,3.9710038602934485
full,z_jk_purif,loo,2021-02,146,3.9912230537320785
full,z_jk_purif,loo,2021-03,146,3.006418272505039
full,z_jk_purif,loo,2021-04,146,3.389236000984097
full,z_jk_purif,loo,2021-05,146,3.9691853556040844
full,z_jk_purif,loo,2021-06,146,4.1485515106286295
full,z_jk_purif,loo,2021-07,146,4.36598007133223
full,z_jk_purif,loo,2021-08,146,3.980859194859253
full,z_jk_purif,loo,2021-09,146,4.1976520957219865
full,z_jk_purif,loo,2021-10,146,2.568548661654382
full,z_jk_purif,loo,2021-11,146,3.903763983744397
full,z_jk_purif,loo,2021-12,146,4.1477857633483595
full,z_jk_purif,loo,2022-01,146,3.9863703977502225
full,z_jk_purif,loo,2022-02,146,4.195640048894785
full,z_jk_purif,loo,2022-03,146,4.07560927050998
full,z_jk_purif,loo,2022-04,146,3.9660905582540704
full,z_jk_purif,loo,2022-05,146,3.815198976848636
full,z_jk_purif,loo,2022-06,146,4.029968749440746
full,z_jk_purif,loo,2022-07,146,3.964028051586726
full,z_jk_purif,loo,2022-08,146,3.9726545242976443
full,z_jk_purif,loo,2022-09,146,3.766364589064664
full,z_jk_purif,loo,2022-10,146,3.894909742632136
full,z_jk_purif,loo,2022-11,146,3.972919316998893
full,z_jk_purif,loo,2022-12,146,3.976715396712128
full,z_jk_purif,loo,2023-01,146,3.972729290866714
full,z_jk_purif,loo,2023-02,146,3.9475428843366185
full,z_jk_purif,loo,2023-03,146,4.168807088678897
full,z_jk_purif,loo,2023-04,146,3.9808455450594145
full,z_jk_purif,loo,2023-05,146,3.8361380749769505
full,z_jk_purif,loo,2023-06,146,4.2637769201835125
full,z_jk_purif,loo,2023-07,146,4.020922907471426
full,z_jk_purif,loo,2023-08,146,3.9701135029632915
full,z_jk_purif,loo,2023-09,146,3.9847776418388414
full,z_jk_purif,loo,2023-10,146,4.00457282114194
full,z_jk_purif,loo,2023-11,146,4.0238245978448575
full,z_jk_purif,loo,2023-12,146,3.9552149979483957
full,z_jk_purif,loo,2024-01,146,3.990068781665216
full,z_jk_purif,loo,2024-02,146,3.9676605058445853
full,z_jk_purif,loo,2024-03,146,3.975055631602852
full,z_jk_purif,loo,2024-04,146,4.033349318307076
full,z_jk_purif,loo,2024-05,146,3.975177786896367
full,z_jk_purif,loo,2024-06,146,4.036291556888612
full,z_jk_purif,loo,2024-07,146,4.063875189813668
full,z_jk_purif,loo,2024-08,146,3.97038359708833
full,z_jk_purif,loo,2024-09,146,3.6511029473554943
full,z_jk_purif,loo,2024-10,146,3.962237381969414
full,z_jk_purif,loo,2024-11,146,3.9195924220305636
full,z_jk_purif,loo,2024-12,146,2.7251902112044064
full,z_jk_purif,loo,2025-01,146,3.6757581222713114
full,z_jk_purif,loo,2025-02,146,3.9838592315775623
full,z_jk_purif,loo,2025-03,146,4.17802403465563
full,z_jk_purif,loo,2025-04,146,3.9744602790569066
full,z_jk_purif,loo,2025-05,146,3.8913465279007613
full,z_jk_purif,loo,2025-06,146,3.9890665579461393
full,z_jk_purif,loo,2025-07,146,4.031775562738704
full,z_jk_purif,loo,2025-08,146,3.97022999059878
full,z_jk_purif,loo,2025-09,146,3.9829227458003804
full,z_jk_purif,hac,0,147,3.9799796928344127
full,z_jk_purif,hac,1,147,3.95162305758371
full,z_jk_purif,hac,2,147,4.089146907545381
full,z_jk_purif,hac,3,147,4.3089476675424025
full,z_jk_purif,hac,4,147,4.594789799896788
full,z_jk_purif,hac,5,147,4.807699508878799
full,z_jk_purif,hac,6,147,4.870431085565457
full,z_bruto,baseline,NA,147,5.271067340570085
full,z_bruto,loo,2013-07,146,5.271773317864023
full,z_bruto,loo,2013-08,146,4.777483691498457
full,z_bruto,loo,2013-09,146,5.138543385285035
full,z_bruto,loo,2013-10,146,5.324248392616131
full,z_bruto,loo,2013-11,146,5.234993350441195
full,z_bruto,loo,2013-12,146,5.224571304622367
full,z_bruto,loo,2014-01,146,5.154963331381964
full,z_bruto,loo,2014-02,146,4.694444862571213
full,z_bruto,loo,2014-03,146,5.397837124786524
full,z_bruto,loo,2014-04,146,4.98221571961068
full,z_bruto,loo,2014-05,146,5.196374738678582
full,z_bruto,loo,2014-06,146,5.122980187290523
full,z_bruto,loo,2014-07,146,4.721406607544949
full,z_bruto,loo,2014-08,146,5.1899073409750285
full,z_bruto,loo,2014-09,146,5.271204504862408
full,z_bruto,loo,2014-10,146,5.180480329091802
full,z_bruto,loo,2014-11,146,5.224087043311087
full,z_bruto,loo,2014-12,146,5.860973944369983
full,z_bruto,loo,2015-01,146,5.336926957394052
full,z_bruto,loo,2015-02,146,5.456883651066284
full,z_bruto,loo,2015-03,146,5.159634225874465
full,z_bruto,loo,2015-04,146,5.520483483336891
full,z_bruto,loo,2015-05,146,5.191468012339893
full,z_bruto,loo,2015-06,146,5.227596848221059
full,z_bruto,loo,2015-07,146,5.12026295404061
full,z_bruto,loo,2015-08,146,5.388763555981114
full,z_bruto,loo,2015-09,146,5.927279849364532
full,z_bruto,loo,2015-10,146,5.132733238826037
full,z_bruto,loo,2015-11,146,5.179319844273006
full,z_bruto,loo,2015-12,146,5.138190949841725
full,z_bruto,loo,2016-01,146,4.069705112046765
full,z_bruto,loo,2016-02,146,5.339531296772076
full,z_bruto,loo,2016-03,146,5.222324056277041
full,z_bruto,loo,2016-04,146,5.228821236934181
full,z_bruto,loo,2016-05,146,4.892115360758381
full,z_bruto,loo,2016-06,146,5.534767395933933
full,z_bruto,loo,2016-07,146,5.5092641451599205
full,z_bruto,loo,2016-08,146,5.287648615125478
full,z_bruto,loo,2016-09,146,5.286565713290063
full,z_bruto,loo,2016-10,146,5.280110065685919
full,z_bruto,loo,2016-11,146,5.245815897969327
full,z_bruto,loo,2016-12,146,5.801403495650444
full,z_bruto,loo,2017-01,146,4.430172678334614
full,z_bruto,loo,2017-02,146,5.29274895318646
full,z_bruto,loo,2017-03,146,5.309188356606282
full,z_bruto,loo,2017-04,146,5.243342295918667
full,z_bruto,loo,2017-05,146,5.2781332686953855
full,z_bruto,loo,2017-06,146,5.436035663452764
full,z_bruto,loo,2017-07,146,4.9491795385131345
full,z_bruto,loo,2017-08,146,5.269942748854737
full,z_bruto,loo,2017-09,146,5.376919010880386
full,z_bruto,loo,2017-10,146,5.267021032047835
full,z_bruto,loo,2017-11,146,5.258126245341501
full,z_bruto,loo,2017-12,146,5.331872573764357
full,z_bruto,loo,2018-01,146,5.272177162752814
full,z_bruto,loo,2018-02,146,5.267901246161226
full,z_bruto,loo,2018-03,146,5.0573631446492335
full,z_bruto,loo,2018-04,146,5.11709809306124
full,z_bruto,loo,2018-05,146,4.605981505251552
full,z_bruto,loo,2018-06,146,5.557634140129132
full,z_bruto,loo,2018-07,146,5.227665853993495
full,z_bruto,loo,2018-08,146,4.9797700721346985
full,z_bruto,loo,2018-09,146,5.547049269300244
full,z_bruto,loo,2018-10,146,5.858663771880282
full,z_bruto,loo,2018-11,146,5.090868729424827
full,z_bruto,loo,2018-12,146,5.231151126655828
full,z_bruto,loo,2019-01,146,5.26269023884239
full,z_bruto,loo,2019-02,146,5.2259073882494445
full,z_bruto,loo,2019-03,146,5.2837079050430855
full,z_bruto,loo,2019-04,146,5.1939863469033805
full,z_bruto,loo,2019-05,146,5.1995641921687525
full,z_bruto,loo,2019-06,146,5.197147612374078
full,z_bruto,loo,2019-07,146,5.274961020846414
full,z_bruto,loo,2019-08,146,5.38670856652773
full,z_bruto,loo,2019-09,146,4.965055152391724
full,z_bruto,loo,2019-10,146,5.461063379415751
full,z_bruto,loo,2019-11,146,5.550582988942704
full,z_bruto,loo,2019-12,146,5.394805310149838
full,z_bruto,loo,2020-01,146,5.365767171058158
full,z_bruto,loo,2020-02,146,5.179526714270744
full,z_bruto,loo,2020-03,146,5.8551875613908395
full,z_bruto,loo,2020-04,146,5.226534149040934
full,z_bruto,loo,2020-05,146,4.753756693115244
full,z_bruto,loo,2020-06,146,5.168724327100417
full,z_bruto,loo,2020-07,146,5.132561557024599
full,z_bruto,loo,2020-08,146,5.227886903394976
full,z_bruto,loo,2020-09,146,5.262650126374751
full,z_bruto,loo,2020-10,146,6.039445577038832
full,z_bruto,loo,2020-11,146,5.288333437138111
full,z_bruto,loo,2020-12,146,5.231042645046399
full,z_bruto,loo,2021-01,146,5.261617545799055
full,z_bruto,loo,2021-02,146,5.281314970919622
full,z_bruto,loo,2021-03,146,4.118686830780223
full,z_bruto,loo,2021-04,146,4.422461561235316
full,z_bruto,loo,2021-05,146,5.295090951579356
full,z_bruto,loo,2021-06,146,5.531500692785381
full,z_bruto,loo,2021-07,146,5.766486865782062
full,z_bruto,loo,2021-08,146,5.268136160412717
full,z_bruto,loo,2021-09,146,5.655182782698848
full,z_bruto,loo,2021-10,146,3.907139612683936
full,z_bruto,loo,2021-11,146,5.307941716659623
full,z_bruto,loo,2021-12,146,5.440789712942998
full,z_bruto,loo,2022-01,146,5.2979484028695625
full,z_bruto,loo,2022-02,146,5.405292213151079
full,z_bruto,loo,2022-03,146,5.370713762490136
full,z_bruto,loo,2022-04,146,5.264858672515536
full,z_bruto,loo,2022-05,146,5.12348490654284
full,z_bruto,loo,2022-06,146,5.281521552719883
full,z_bruto,loo,2022-07,146,5.223886159151401
full,z_bruto,loo,2022-08,146,5.2639371692937935
full,z_bruto,loo,2022-09,146,4.957015049495479
full,z_bruto,loo,2022-10,146,5.143284838526438
full,z_bruto,loo,2022-11,146,5.291265588022968
full,z_bruto,loo,2022-12,146,5.23879918357916
full,z_bruto,loo,2023-01,146,5.273019692594564
full,z_bruto,loo,2023-02,146,5.266641974432528
full,z_bruto,loo,2023-03,146,5.504170360396413
full,z_bruto,loo,2023-04,146,5.286005136294863
full,z_bruto,loo,2023-05,146,5.126710567760156
full,z_bruto,loo,2023-06,146,5.624124773433182
full,z_bruto,loo,2023-07,146,5.333079155251964
full,z_bruto,loo,2023-08,146,5.740571161550445
full,z_bruto,loo,2023-09,146,5.234725433650796
full,z_bruto,loo,2023-10,146,5.188877593549276
full,z_bruto,loo,2023-11,146,5.30711881432
full,z_bruto,loo,2023-12,146,5.222028366182752
full,z_bruto,loo,2024-01,146,5.2754117644451
full,z_bruto,loo,2024-02,146,5.262948901650201
full,z_bruto,loo,2024-03,146,5.271205285214836
full,z_bruto,loo,2024-04,146,5.4059687815400945
full,z_bruto,loo,2024-05,146,5.262471614656925
full,z_bruto,loo,2024-06,146,5.3003841239662615
full,z_bruto,loo,2024-07,146,5.337485898198503
full,z_bruto,loo,2024-08,146,5.270116243070165
full,z_bruto,loo,2024-09,146,4.905447139371789
full,z_bruto,loo,2024-10,146,5.240006404789041
full,z_bruto,loo,2024-11,146,4.911384740577358
full,z_bruto,loo,2024-12,146,3.94080262815552
full,z_bruto,loo,2025-01,146,4.970413068408672
full,z_bruto,loo,2025-02,146,5.271062029130346
full,z_bruto,loo,2025-03,146,5.564076739909343
full,z_bruto,loo,2025-04,146,5.311819945131952
full,z_bruto,loo,2025-05,146,5.212465648752277
full,z_bruto,loo,2025-06,146,5.278519363323921
full,z_bruto,loo,2025-07,146,5.404357506054803
full,z_bruto,loo,2025-08,146,5.297039031956194
full,z_bruto,loo,2025-09,146,5.270760719598788
full,z_bruto,hac,0,147,5.271067340570085
full,z_bruto,hac,1,147,5.181640083304982
full,z_bruto,hac,2,147,5.272368636123868
full,z_bruto,hac,3,147,5.5684409467969385
full,z_bruto,hac,4,147,5.991788912060783
full,z_bruto,hac,5,147,6.354657300113411
full,z_bruto,hac,6,147,6.47886532371561
pre_covid,z_jk_bs_purif,baseline,NA,78,10.992676983493542
pre_covid,z_jk_bs_purif,loo,2013-07,77,11.125965677007192
pre_covid,z_jk_bs_purif,loo,2013-08,77,11.25117039966438
pre_covid,z_jk_bs_purif,loo,2013-09,77,10.54360865750721
pre_covid,z_jk_bs_purif,loo,2013-10,77,10.806003179439175
pre_covid,z_jk_bs_purif,loo,2013-11,77,11.274258302785322
pre_covid,z_jk_bs_purif,loo,2013-12,77,11.70328661941278
pre_covid,z_jk_bs_purif,loo,2014-01,77,8.85263282697119
pre_covid,z_jk_bs_purif,loo,2014-02,77,8.923219945481296
pre_covid,z_jk_bs_purif,loo,2014-03,77,9.820908277494201
pre_covid,z_jk_bs_purif,loo,2014-04,77,10.818740139153446
pre_covid,z_jk_bs_purif,loo,2014-05,77,11.252456970909668
pre_covid,z_jk_bs_purif,loo,2014-06,77,10.247671177202829
pre_covid,z_jk_bs_purif,loo,2014-07,77,9.91818726081788
pre_covid,z_jk_bs_purif,loo,2014-08,77,10.760920702846034
pre_covid,z_jk_bs_purif,loo,2014-09,77,11.087276455905167
pre_covid,z_jk_bs_purif,loo,2014-10,77,10.671178034296934
pre_covid,z_jk_bs_purif,loo,2014-11,77,10.998371195346483
pre_covid,z_jk_bs_purif,loo,2014-12,77,11.231851464253449
pre_covid,z_jk_bs_purif,loo,2015-01,77,11.232677533180828
pre_covid,z_jk_bs_purif,loo,2015-02,77,11.056518086512893
pre_covid,z_jk_bs_purif,loo,2015-03,77,11.186941037701546
pre_covid,z_jk_bs_purif,loo,2015-04,77,11.537398184218075
pre_covid,z_jk_bs_purif,loo,2015-05,77,10.619354109090496
pre_covid,z_jk_bs_purif,loo,2015-06,77,10.889230764344934
pre_covid,z_jk_bs_purif,loo,2015-07,77,11.841197694042297
pre_covid,z_jk_bs_purif,loo,2015-08,77,11.055021169670967
pre_covid,z_jk_bs_purif,loo,2015-09,77,9.954218334360746
pre_covid,z_jk_bs_purif,loo,2015-10,77,10.75449532309578
pre_covid,z_jk_bs_purif,loo,2015-11,77,9.455423054173439
pre_covid,z_jk_bs_purif,loo,2015-12,77,9.875868962855465
pre_covid,z_jk_bs_purif,loo,2016-01,77,7.811672791004539
pre_covid,z_jk_bs_purif,loo,2016-02,77,10.632762049311577
pre_covid,z_jk_bs_purif,loo,2016-03,77,10.569538473678016
pre_covid,z_jk_bs_purif,loo,2016-04,77,11.35511183072791
pre_covid,z_jk_bs_purif,loo,2016-05,77,9.657857142550114
pre_covid,z_jk_bs_purif,loo,2016-06,77,10.327836313912206
pre_covid,z_jk_bs_purif,loo,2016-07,77,10.66257464658061
pre_covid,z_jk_bs_purif,loo,2016-08,77,10.953985005053266
pre_covid,z_jk_bs_purif,loo,2016-09,77,11.862964619789219
pre_covid,z_jk_bs_purif,loo,2016-10,77,11.312243438197015
pre_covid,z_jk_bs_purif,loo,2016-11,77,11.025078651496736
pre_covid,z_jk_bs_purif,loo,2016-12,77,12.73690525780342
pre_covid,z_jk_bs_purif,loo,2017-01,77,8.055428729361072
pre_covid,z_jk_bs_purif,loo,2017-02,77,10.717946248966795
pre_covid,z_jk_bs_purif,loo,2017-03,77,10.994127910895894
pre_covid,z_jk_bs_purif,loo,2017-04,77,10.613322319379089
pre_covid,z_jk_bs_purif,loo,2017-05,77,10.763235145037786
pre_covid,z_jk_bs_purif,loo,2017-06,77,11.05290191215945
pre_covid,z_jk_bs_purif,loo,2017-07,77,9.265148063759167
pre_covid,z_jk_bs_purif,loo,2017-08,77,11.327988694857185
pre_covid,z_jk_bs_purif,loo,2017-09,77,11.288920410615471
pre_covid,z_jk_bs_purif,loo,2017-10,77,10.39310724281982
pre_covid,z_jk_bs_purif,loo,2017-11,77,9.976760169663656
pre_covid,z_jk_bs_purif,loo,2017-12,77,11.020926527372776
pre_covid,z_jk_bs_purif,loo,2018-01,77,10.9317114347169
pre_covid,z_jk_bs_purif,loo,2018-02,77,10.989719854958361
pre_covid,z_jk_bs_purif,loo,2018-03,77,11.063935490305727
pre_covid,z_jk_bs_purif,loo,2018-04,77,10.929191233033126
pre_covid,z_jk_bs_purif,loo,2018-05,77,8.843880013527297
pre_covid,z_jk_bs_purif,loo,2018-06,77,11.02117671580437
pre_covid,z_jk_bs_purif,loo,2018-07,77,11.390180384269883
pre_covid,z_jk_bs_purif,loo,2018-08,77,11.550356982127392
pre_covid,z_jk_bs_purif,loo,2018-09,77,11.302790683831677
pre_covid,z_jk_bs_purif,loo,2018-10,77,11.165851874989944
pre_covid,z_jk_bs_purif,loo,2018-11,77,11.001150779233809
pre_covid,z_jk_bs_purif,loo,2018-12,77,11.176688302047634
pre_covid,z_jk_bs_purif,loo,2019-01,77,11.024507236600057
pre_covid,z_jk_bs_purif,loo,2019-02,77,11.73125740272669
pre_covid,z_jk_bs_purif,loo,2019-03,77,9.962970750855003
pre_covid,z_jk_bs_purif,loo,2019-04,77,10.8936055051473
pre_covid,z_jk_bs_purif,loo,2019-05,77,11.348506212550213
pre_covid,z_jk_bs_purif,loo,2019-06,77,10.79264116710636
pre_covid,z_jk_bs_purif,loo,2019-07,77,10.864489632021053
pre_covid,z_jk_bs_purif,loo,2019-08,77,11.468692079429005
pre_covid,z_jk_bs_purif,loo,2019-09,77,11.019837469400368
pre_covid,z_jk_bs_purif,loo,2019-10,77,14.718879144566085
pre_covid,z_jk_bs_purif,loo,2019-11,77,11.26935925355376
pre_covid,z_jk_bs_purif,loo,2019-12,77,10.335479817605847
pre_covid,z_jk_bs_purif,hac,0,78,10.992676983493542
pre_covid,z_jk_bs_purif,hac,1,78,9.976446915500851
pre_covid,z_jk_bs_purif,hac,2,78,9.92062775790883
pre_covid,z_jk_bs_purif,hac,3,78,9.894224677763004
pre_covid,z_jk_bs_purif,hac,4,78,9.790879689742521
pre_covid,z_jk_bs_purif,hac,5,78,9.872203018443164
pre_covid,z_jk_bs_purif,hac,6,78,9.596652960158252
pre_covid,z_jk_raw,baseline,NA,78,11.024635435254954
pre_covid,z_jk_raw,loo,2013-07,77,11.165821751673265
pre_covid,z_jk_raw,loo,2013-08,77,11.044946044504195
pre_covid,z_jk_raw,loo,2013-09,77,10.806941939324266
pre_covid,z_jk_raw,loo,2013-10,77,10.497525920098132
pre_covid,z_jk_raw,loo,2013-11,77,11.357153602648708
pre_covid,z_jk_raw,loo,2013-12,77,11.745635262052444
pre_covid,z_jk_raw,loo,2014-01,77,8.974315360520253
pre_covid,z_jk_raw,loo,2014-02,77,9.389108855682101
pre_covid,z_jk_raw,loo,2014-03,77,9.854919966595157
pre_covid,z_jk_raw,loo,2014-04,77,10.863576575805402
pre_covid,z_jk_raw,loo,2014-05,77,11.293903977507938
pre_covid,z_jk_raw,loo,2014-06,77,10.406970214397287
pre_covid,z_jk_raw,loo,2014-07,77,10.135098870749454
pre_covid,z_jk_raw,loo,2014-08,77,10.81625008773556
pre_covid,z_jk_raw,loo,2014-09,77,11.148154010588357
pre_covid,z_jk_raw,loo,2014-10,77,10.959100791447277
pre_covid,z_jk_raw,loo,2014-11,77,11.042952989909956
pre_covid,z_jk_raw,loo,2014-12,77,11.098169480323993
pre_covid,z_jk_raw,loo,2015-01,77,11.187064178036007
pre_covid,z_jk_raw,loo,2015-02,77,11.0471285565366
pre_covid,z_jk_raw,loo,2015-03,77,11.381710658198385
pre_covid,z_jk_raw,loo,2015-04,77,11.98029116976931
pre_covid,z_jk_raw,loo,2015-05,77,10.713081953400163
pre_covid,z_jk_raw,loo,2015-06,77,10.834748405620712
pre_covid,z_jk_raw,loo,2015-07,77,12.181160843094741
pre_covid,z_jk_raw,loo,2015-08,77,11.112432878752479
pre_covid,z_jk_raw,loo,2015-09,77,9.905267944945956
pre_covid,z_jk_raw,loo,2015-10,77,10.881460567765826
pre_covid,z_jk_raw,loo,2015-11,77,9.452123836223645
pre_covid,z_jk_raw,loo,2015-12,77,10.025429710391368
pre_covid,z_jk_raw,loo,2016-01,77,7.188987124091482
pre_covid,z_jk_raw,loo,2016-02,77,10.710583139822335
pre_covid,z_jk_raw,loo,2016-03,77,10.307750545439394
pre_covid,z_jk_raw,loo,2016-04,77,11.555540441479899
pre_covid,z_jk_raw,loo,2016-05,77,9.687703129983642
pre_covid,z_jk_raw,loo,2016-06,77,10.359711078413746
pre_covid,z_jk_raw,loo,2016-07,77,10.74037892007945
pre_covid,z_jk_raw,loo,2016-08,77,10.962904693370506
pre_covid,z_jk_raw,loo,2016-09,77,11.940598110673307
pre_covid,z_jk_raw,loo,2016-10,77,11.248464778328092
pre_covid,z_jk_raw,loo,2016-11,77,11.011479327325814
pre_covid,z_jk_raw,loo,2016-12,77,12.49655608566707
pre_covid,z_jk_raw,loo,2017-01,77,8.260349173629695
pre_covid,z_jk_raw,loo,2017-02,77,10.634999772488904
pre_covid,z_jk_raw,loo,2017-03,77,11.060754537118594
pre_covid,z_jk_raw,loo,2017-04,77,10.73589172305448
pre_covid,z_jk_raw,loo,2017-05,77,10.755100765336211
pre_covid,z_jk_raw,loo,2017-06,77,10.966611726154854
pre_covid,z_jk_raw,loo,2017-07,77,9.121709029158492
pre_covid,z_jk_raw,loo,2017-08,77,11.419784348556774
pre_covid,z_jk_raw,loo,2017-09,77,11.52532074581
pre_covid,z_jk_raw,loo,2017-10,77,10.424310105490463
pre_covid,z_jk_raw,loo,2017-11,77,10.059230514547195
pre_covid,z_jk_raw,loo,2017-12,77,11.048858138161282
pre_covid,z_jk_raw,loo,2018-01,77,10.96165959149368
pre_covid,z_jk_raw,loo,2018-02,77,11.053135065905572
pre_covid,z_jk_raw,loo,2018-03,77,11.08744990302251
pre_covid,z_jk_raw,loo,2018-04,77,10.940715288536012
pre_covid,z_jk_raw,loo,2018-05,77,8.736008613863316
pre_covid,z_jk_raw,loo,2018-06,77,11.044357792867176
pre_covid,z_jk_raw,loo,2018-07,77,11.31650339853822
pre_covid,z_jk_raw,loo,2018-08,77,11.358355190091958
pre_covid,z_jk_raw,loo,2018-09,77,11.692147761319712
pre_covid,z_jk_raw,loo,2018-10,77,11.151981725477349
pre_covid,z_jk_raw,loo,2018-11,77,10.953608994796113
pre_covid,z_jk_raw,loo,2018-12,77,11.333491419145826
pre_covid,z_jk_raw,loo,2019-01,77,11.078212949301923
pre_covid,z_jk_raw,loo,2019-02,77,12.004687028295164
pre_covid,z_jk_raw,loo,2019-03,77,10.099603051138415
pre_covid,z_jk_raw,loo,2019-04,77,10.96432090092335
pre_covid,z_jk_raw,loo,2019-05,77,11.514519926508703
pre_covid,z_jk_raw,loo,2019-06,77,10.727125921185518
pre_covid,z_jk_raw,loo,2019-07,77,10.954389880539718
pre_covid,z_jk_raw,loo,2019-08,77,11.486292222448403
pre_covid,z_jk_raw,loo,2019-09,77,11.10011703963217
pre_covid,z_jk_raw,loo,2019-10,77,14.06966376091584
pre_covid,z_jk_raw,loo,2019-11,77,11.347086500403922
pre_covid,z_jk_raw,loo,2019-12,77,10.453761232227361
pre_covid,z_jk_raw,hac,0,78,11.024635435254954
