sample,target_bd,agg,instrument,nw_lags,n_obs,n_nonzero,wald_mp,wald_mp_nw0,f_robust_mp,f_robust_mp_nw0,impact_mp,ar_bounded
pre_covid,126,gk,z_jk_bs_purif,1,78,101,3.161911498816322,2.9975609528849447,1.2940794716060577,1.1777450308388717,3.4989806038613655e-5,FALSE
pre_covid,126,gk,z_jk_raw,1,78,93,4.614255661055183,4.362569853630269,2.1555540107543987,1.9396915315490815,4.228068992470909e-5,TRUE
pre_covid,126,gk,z_jk_raw_purif,1,78,93,4.729610342318321,4.461118893847906,2.184793777918814,1.9763418874373362,4.267468346214104e-5,TRUE
pre_covid,126,gk,z_jk_purif,1,78,110,6.417150750531182,6.203983573593966,3.4053492826644285,3.2056884912607635,5.227249166222004e-5,TRUE
pre_covid,126,gk,z_bruto,1,78,145,6.926078911223275,5.906648559383509,2.3759620740102294,2.2089594317300003,3.2764170184029656e-5,TRUE
pre_covid,147,sum,z_jk_bs_purif,0,78,60,10.555191035967258,10.555191035967258,5.9876906981909475,5.9876906981909475,3.935095363398216e-5,TRUE
pre_covid,147,sum,z_jk_raw,0,78,59,9.904999614548586,9.904999614548586,5.651680285354977,5.651680285354977,3.828229584098638e-5,TRUE
pre_covid,147,sum,z_jk_raw_purif,0,78,59,11.112804905259134,11.112804905259134,6.443155855622386,6.443155855622386,3.9687781042397656e-5,TRUE
pre_covid,147,sum,z_jk_purif,0,78,63,14.110799516880137,14.110799516880137,9.763656809178572,9.763656809178572,5.29887039395743e-5,TRUE
pre_covid,147,sum,z_bruto,0,78,94,16.994157468054457,16.994157468054457,11.94601301672203,11.94601301672203,3.957342378904482e-5,TRUE
pre_covid,147,gk,z_jk_bs_purif,1,78,98,3.153906695812869,2.936761122982867,1.3542639651696884,1.2371998977430894,2.7433535938344515e-5,FALSE
pre_covid,147,gk,z_jk_raw,1,78,98,4.666019803593615,4.34444587377505,2.175170823147382,2.0148846063369894,3.3339210843499005e-5,TRUE
pre_covid,147,gk,z_jk_raw_purif,1,78,98,5.158226385918981,4.763740780511969,2.3949855594817526,2.2176761578901334,3.4360754457103104e-5,TRUE
pre_covid,147,gk,z_jk_purif,1,78,103,6.318534121947232,5.9764207944282415,3.4358448143563094,3.3222169208077617,4.116860551621518e-5,TRUE
pre_covid,147,gk,z_bruto,1,78,147,7.124060058525344,6.038261199725933,2.667411062246938,2.503777798398811,2.9754751455883782e-5,TRUE
pre_covid,168,sum,z_jk_bs_purif,0,78,63,7.235513116297397,7.235513116297397,3.6474135091511517,3.6474135091511517,3.5041953298535196e-5,TRUE
pre_covid,168,sum,z_jk_raw,0,78,58,8.151679557221426,8.151679557221426,4.344626759252157,4.344626759252157,3.74601044949063e-5,TRUE
pre_covid,168,sum,z_jk_raw_purif,0,78,58,9.210904833895503,9.210904833895503,5.156973429011678,5.156973429011678,3.8470351492020476e-5,TRUE
pre_covid,168,sum,z_jk_purif,0,78,63,11.958702528709404,11.958702528709404,9.060402618107211,9.060402618107211,5.031605748242392e-5,TRUE
pre_covid,168,sum,z_bruto,0,78,92,14.909668404298998,14.909668404298998,9.631951763965032,9.631951763965032,3.808525110879093e-5,TRUE
pre_covid,168,gk,z_jk_bs_purif,1,78,103,0.7684600795302202,0.7215995579294682,0.3069121513429652,0.2823363943018722,1.596606775793479e-5,FALSE
pre_covid,168,gk,z_jk_raw,1,78,99,2.397717351675148,2.2937665673016476,1.01517003344836,0.9405361243789386,2.6518550670460314e-5,FALSE
pre_covid,168,gk,z_jk_raw_purif,1,78,99,2.4886700106986077,2.368574419080859,1.0373228110031865,0.9624139593966222,2.6931888864587667e-5,FALSE
pre_covid,168,gk,z_jk_purif,1,78,105,4.3011403180248315,4.105184271976663,1.968751875427442,1.8541938214559568,3.5801933312690775e-5,TRUE
pre_covid,168,gk,z_bruto,1,78,145,5.424565787927082,4.543885231517969,1.9045804375136985,1.7413450350652484,2.605466762717408e-5,TRUE
pre_covid,189,sum,z_jk_bs_purif,0,78,63,4.578704299173601,4.578704299173601,2.2267731735859746,2.2267731735859746,2.7484668905836113e-5,TRUE
pre_covid,189,sum,z_jk_raw,0,78,59,5.604879177880097,5.604879177880097,2.8959892156051734,2.8959892156051734,3.0355518702781732e-5,TRUE
pre_covid,189,sum,z_jk_raw_purif,0,78,59,6.159585528389547,6.159585528389547,3.260562981359867,3.260562981359867,3.141685402070088e-5,TRUE
pre_covid,189,sum,z_jk_purif,0,78,66,9.034043709002317,9.034043709002317,5.706141589565313,5.706141589565313,4.487319935560189e-5,TRUE
pre_covid,189,sum,z_bruto,0,78,94,11.420749860750778,11.420749860750778,6.40099407772457,6.40099407772457,3.3133215109697486e-5,TRUE
pre_covid,189,gk,z_jk_bs_purif,1,78,105,0.13611606713274696,0.12836075859694043,0.056550451079094774,0.052797358044430955,6.810551772914398e-6,FALSE
pre_covid,189,gk,z_jk_raw,1,78,100,1.1044667924527243,1.0532394799379488,0.4511138238131149,0.4190534962712372,1.8231563744974336e-5,FALSE
pre_covid,189,gk,z_jk_raw_purif,1,78,100,1.1245780063974118,1.0673113064597157,0.4598228227926892,0.4266998720236676,1.870341349102409e-5,FALSE
pre_covid,189,gk,z_jk_purif,1,78,110,2.4297321651891455,2.3094055515076306,1.0442433080533833,0.9665304840982151,2.6924338421704663e-5,FALSE
pre_covid,189,gk,z_bruto,1,78,147,3.346452053317622,2.807452810194257,1.1595626526260712,1.048820447989813,1.9968442851855192e-5,FALSE
pre_covid,210,sum,z_jk_bs_purif,0,78,61,9.945183209814823,9.945183209814823,4.710209597389423,4.710209597389423,3.3884070101454856e-5,TRUE
pre_covid,210,sum,z_jk_raw,0,78,56,9.91383712870199,9.91383712870199,4.969148606794718,4.969148606794718,3.6419535594963947e-5,TRUE
pre_covid,210,sum,z_jk_raw_purif,0,78,56,10.625858128103749,10.625858128103749,5.3909541603351965,5.3909541603351965,3.639694435464151e-5,TRUE
pre_covid,210,sum,z_jk_purif,0,78,62,14.005294760548678,14.005294760548678,9.020105305720723,9.020105305720723,4.9197108788881654e-5,TRUE
pre_covid,210,sum,z_bruto,0,78,93,19.042369970079367,19.042369970079367,13.343924051599172,13.343924051599172,3.6835042185671876e-5,TRUE
pre_covid,210,gk,z_jk_bs_purif,1,78,99,2.2629943054290855,2.1253337343557543,0.8998450688818257,0.8208943762074992,2.1679245487181337e-5,FALSE
pre_covid,210,gk,z_jk_raw,1,78,95,4.554079055451731,4.335442517506182,2.0068747366244235,1.839161926728375,3.060968318927131e-5,TRUE
pre_covid,210,gk,z_jk_raw_purif,1,78,95,4.466381159489127,4.23004855776087,1.9222887067852896,1.768025920354785,3.0420517511563998e-5,TRUE
pre_covid,210,gk,z_jk_purif,1,78,103,5.641068031014422,5.335244397867935,2.7624502713055703,2.5713018453504244,3.639632322777813e-5,TRUE
pre_covid,210,gk,z_bruto,1,78,146,7.177658866310809,5.979446107290131,2.488781679058347,2.2921993925780275,2.635210289624907e-5,TRUE
pre_covid,252,sum,z_jk_bs_purif,0,78,60,2.2760000392188355,2.2760000392188355,0.9148040399759902,0.9148040399759902,1.8117105817923854e-5,FALSE
pre_covid,252,sum,z_jk_raw,0,78,56,3.574112320407309,3.574112320407309,1.526838983116296,1.526838983116296,2.222054752715257e-5,FALSE
pre_covid,252,sum,z_jk_raw_purif,0,78,56,4.316416022226234,4.316416022226234,1.9329073403869146,1.9329073403869146,2.4098451092251096e-5,TRUE
pre_covid,252,sum,z_jk_purif,0,78,63,5.7273379574811525,5.7273379574811525,2.913105055895844,2.913105055895844,3.533327912798263e-5,TRUE
pre_covid,252,sum,z_bruto,0,78,94,8.030647566696887,8.030647566696887,4.315099378526737,4.315099378526737,2.516078382339321e-5,TRUE
pre_covid,252,gk,z_jk_bs_purif,1,78,102,3.08052380411511e-5,2.9176324230753946e-5,1.3414946908061873e-5,1.2704071868956865e-5,9.64005015811464e-8,FALSE
pre_covid,252,gk,z_jk_raw,1,78,97,0.49779831311703515,0.4739731395086785,0.20041447646955365,0.18842429868166102,1.1543567209215856e-5,FALSE
pre_covid,252,gk,z_jk_raw_purif,1,78,97,0.6120367154896532,0.577555866089284,0.2448975615899666,0.22854807283495027,1.2877411426824828e-5,FALSE
pre_covid,252,gk,z_jk_purif,1,78,105,1.3099621376657848,1.2029847246263774,0.5366504949293956,0.48775113620768107,1.9160843353665575e-5,FALSE
pre_covid,252,gk,z_bruto,1,78,147,2.07100797589851,1.7261285950413288,0.7255556654344972,0.6523020833297322,1.5119211441964529e-5,FALSE
pre_covid,378,sum,z_jk_bs_purif,0,78,62,1.5035529458678725,1.5035529458678725,0.551325480485316,0.551325480485316,1.3517414596644423e-5,FALSE
pre_covid,378,sum,z_jk_raw,0,78,57,2.428492004979868,2.428492004979868,0.8898459775359367,0.8898459775359367,1.7312730737894568e-5,FALSE
pre_covid,378,sum,z_jk_raw_purif,0,78,57,3.034680967770687,3.034680967770687,1.1423860236574555,1.1423860236574555,1.906889671679992e-5,FALSE
pre_covid,378,sum,z_jk_purif,0,78,61,4.7001078855545195,4.7001078855545195,2.038144695889899,2.038144695889899,2.6509077386821777e-5,TRUE
pre_covid,378,sum,z_bruto,0,78,92,7.019431244359693,7.019431244359693,3.5196999238231865,3.5196999238231865,1.9857992418587684e-5,TRUE
pre_covid,378,gk,z_jk_bs_purif,1,78,104,0.010429366093467007,0.010012901065664395,0.004636810145174133,0.004460792896807995,-1.4692929558700354e-6,FALSE
pre_covid,378,gk,z_jk_raw,1,78,97,0.23251908791497095,0.22440933623673653,0.09338047781449,0.08911537738610667,6.633064490790378e-6,FALSE
pre_covid,378,gk,z_jk_raw_purif,1,78,97,0.3144589215487921,0.2988739610851612,0.12482768890151706,0.1174006859173218,7.703556427679644e-6,FALSE
pre_covid,378,gk,z_jk_purif,1,78,103,1.1863000190874533,1.0423812374246917,0.47881831450446855,0.4183305604581572,1.4523352753188584e-5,FALSE
pre_covid,378,gk,z_bruto,1,78,145,1.6294892470886977,1.3584283496017502,0.5783143310871263,0.5205411283785102,1.123275573151721e-5,FALSE
pre_covid,504,sum,z_jk_bs_purif,0,78,61,0.29911839565262516,0.29911839565262516,0.11814311113254986,0.11814311113254986,6.395070640062594e-6,FALSE
pre_covid,504,sum,z_jk_raw,0,78,59,0.9217279430158704,0.9217279430158704,0.3428023711761709,0.3428023711761709,1.1018564273805231e-5,FALSE
pre_covid,504,sum,z_jk_raw_purif,0,78,59,1.2093030546810022,1.2093030546810022,0.45110520058191184,0.45110520058191184,1.2350343863778518e-5,FALSE
pre_covid,504,sum,z_jk_purif,0,78,63,2.2853494671661854,2.2853494671661854,0.8622237453978523,0.8622237453978523,1.9901917181322527e-5,FALSE
pre_covid,504,sum,z_bruto,0,78,94,3.8044653313720405,3.8044653313720405,1.629224003654956,1.629224003654956,1.534157279411709e-5,FALSE
pre_covid,504,gk,z_jk_bs_purif,1,78,104,0.40139357845181217,0.3818017098509596,0.20622096220895028,0.19871549563617738,-9.47689616937434e-6,FALSE
pre_covid,504,gk,z_jk_raw,1,78,100,0.0031734163697955883,0.003022542262747136,0.0014031820537247636,0.0013385551221433917,-8.108927444288444e-7,FALSE
pre_covid,504,gk,z_jk_raw_purif,1,78,100,9.916556427791861e-4,9.291628616841232e-4,4.357106414952519e-4,4.085349278670779e-4,-4.522177972147446e-7,FALSE
pre_covid,504,gk,z_jk_purif,1,78,107,0.11283006469142909,0.09835346579400442,0.046080993598233554,0.04016883241809186,4.786445735755459e-6,FALSE
pre_covid,504,gk,z_bruto,1,78,147,0.3460226765009853,0.2931378738014787,0.13128759401430495,0.11518202619866154,5.50268356256826e-6,FALSE
