variable,b_1_pre,b_1_post,abs_diff,rel_diff
DI_3m,9.793773877066792,6.722215212294467,3.0715586647723256,0.3136236044784249
IBOV,0.050772715562337145,-0.024771995908347985,0.07554471147068513,1.4878997633666788
BRL,-0.27786722444317735,-0.37078638203155756,0.09291915758838021,0.3344012874299314
