variable,b_1,v_1
DI_3m,6.071682924196389,-0.40761543251779847
DI_2y,13.598124134492233,-0.9128943852491075
IBOV,0.17163714574435743,-0.011522661883396424
BRL,-0.27495580822646704,0.018458841163604727
